collocate,raw_frequency,MI
ch,2,7.573179749182483
motions,6,7.386099346036233
hearty,1,4.107443846382756
whig,4,6.23398402825772
party,13,4.7403356765922195
history,1,2.636285638095325
ended,2,3.6911353955733497
deserved,4,5.407967208210195
establishing,1,6.073358255964089
interest,3,2.8952527532266426
particularly,1,3.153896699261443
irish,1,4.023969059350654
imagination,2,3.8404987373528265
cooler,2,6.596280341276227
share,2,3.5115853280310216
possessed,1,3.01391016802399
type,2,4.457206693453011
bravery,2,5.926754781772213
scientific,1,4.408789594014636
theirs,1,4.1986657559087295
ow,1,6.023215047959775
chance,3,2.9663505984816463
anyhow,1,3.7422368557051087
stoop,3,6.0977302907859
ayala,2,3.1530172943285586
decided,2,3.700982465044006
itself,2,2.3641506789250246
la,2,4.172461383468065
humoured,10,7.020769504989697
affected,1,3.266813158990034
rejoice,1,4.513597470807886
change,1,1.799987032844886
ugly,1,3.2510399613129395
hair,3,2.632578930440114
crescent,1,4.392824421846258
borne,2,4.232606989336762
herself,1,0.5382357303839658
bears,2,5.2438875318320175
trouble,1,1.889952719680943
breath,1,2.3797252961446493
idea,2,2.324385262992671
present,1,1.3611632413261165
stay,4,3.352697342584026
houston,4,5.751462180654581
persistent,1,5.167649633420471
sigh,4,4.434367414710329
nd,2,10.408699899336614
rides,3,6.1251292649740146
consider,3,3.89153704346692
divine,1,3.312349481155267
liked,1,2.0257515189395816
bold,1,3.062826776968835
suc,2,9.709795650486601
lover,6,4.401527953085396
tender,1,2.6881654601395555
stand,1,1.9065495401575745
pounds,1,2.4431743738799905
heroic,7,6.239477838181763
possible,4,3.090576999570441
spent,1,2.6625580069685917
making,5,3.1544501908029896
pausing,8,6.469166197604969
gently,3,3.7571379718291746
affectionately,2,5.41933620933821
ht,2,10.405241682633656
bright,2,2.6595173066861313
faced,1,3.121877234369024
american,5,4.901843024762007
gold,1,2.22716421878405
spoon,1,5.066553516549102
poised,1,5.028813188566255
mo,3,8.506971611364538
watching,5,4.127382427620716
jane,8,4.512504539801556
myra,2,6.308598268824445
ingleby,2,6.847594769557133
length,1,2.3206792673983534
admit,1,3.2588954612532484
comers,3,6.2429123006303975
understood,1,2.5031662845079654
responded,2,5.061757344285609
han,1,6.619901962332158
jack,1,2.9942898070500203
feet,2,2.2846529708933874
again,1,-0.01684072852238266
facing,1,4.038771234902219
noble,3,3.6452106477989403
stag,2,6.93720692824682
makes,1,2.2649429173663544
run,2,2.6375544054467492
join,3,4.34537848223404
hinds,13,10.652757016359748
valley,2,3.95247240890237
expressing,10,6.7883020650389865
homage,1,4.553039202859183
truthfulness,1,6.10002650304625
ca,3,7.047207823461148
ey,2,9.712094502073711
yesterday,1,2.685406101051954
dark,1,1.1737043175987543
turning,1,1.9807696204442529
ave,2,5.65915946788717
racked,1,5.882303019201379
broke,2,2.94705552529317
comprehension,3,5.744665459071267
garth,1,3.2796133337569957
refused,1,2.985910773523632
lift,3,4.3900430032185
ba,1,7.76733576362344
portrayed,2,7.630354108806765
nurse,1,2.664297137841719
rosemary,3,5.508943125550197
seen,1,0.8056479178057123
heavy,1,1.9524803513768085
om,1,8.32580014095382
future,2,2.9042562004434256
disappointment,3,4.573187114154879
misery,1,3.1917971277500787
putting,1,2.5128210197337966
joy,1,2.43692218262094
frightened,12,5.262085287443427
ourn,2,8.793504918612445
husbands,2,5.136233437187092
sons,5,4.986396553007586
died,3,3.3225195338396456
cause,1,2.2099080154707873
stinted,3,7.762738054374811
consequences,2,4.534794683116646
concealment,5,6.345981864541668
sake,1,2.23253433925675
abjures,2,9.709795650486601
citizens,9,7.680647507127033
foremost,6,6.316333170619538
marat,2,8.611183361818492
somebody,1,2.851430830625425
angry,3,3.4292048962351145
warms,1,6.215586940607231
deronda,12,5.034940907290857
ha,1,2.3569027697123723
resolve,2,4.6369206868398845
meet,2,2.5740214680293647
mirah,1,3.4494527313694325
whether,2,2.003521337807908
first,4,1.6046226443241594
hang,2,4.0767933578914475
em,1,2.224392956945294
haven,10,4.8902624853032926
got,3,1.8406511536688626
nick,3,3.746802829269753
declared,1,2.722069025557544
personally,5,5.664450803664951
verisimilitude,6,10.40179538399007
ridicule,1,4.816558850607651
im,3,6.11820882212944
sitting,4,3.113550982969945
explained,3,4.063201305786887
receive,4,4.309354919542085
nas,3,10.807260492098234
sport,2,4.961673885728626
fine,2,2.250756392231578
amiable,2,4.632650473120404
highly,2,4.163018417178492
educated,2,4.709210692243847
granted,1,3.9028019257100306
essentially,2,5.768213842816911
kinder,1,5.115824565555885
hel,2,10.402942831046547
having,6,2.704795592755313
nevertheless,2,3.577546372693826
strike,3,4.440220752804218
sufficiently,1,3.4249463211816096
picture,1,2.3766150653899376
naturally,1,2.757455637192724
fai,1,6.766505436524034
ion,1,9.712094502073711
food,7,4.940677345199727
peter,2,3.2723930857835084
soon,2,1.8049072517862081
shreds,1,5.882303019201379
patches,1,4.790963489862349
gentility,2,6.552795229336488
rooth,1,4.094173318023903
mocked,2,6.0722094907602155
worth,1,2.319905543339524
hun,2,9.712094502073711
established,1,3.680259155429211
companion,1,2.3927189504060142
knowing,1,2.339871602768705
greater,1,2.7794726100910214
quantity,1,4.344968400668623
several,1,2.3995410039711143
previous,4,4.670549469085873
remembered,3,3.406639914727099
wrong,1,1.8029723188623004
grand,3,3.5873028409722147
creature,3,3.20364440127246
stretching,1,4.247112610664864
qu,1,5.536557145794838
aggressive,2,6.531741820138656
still,1,0.2650569991186463
larger,1,3.472619790650967
claims,2,5.038115581228568
quick,2,3.024985894207197
fineness,6,8.278097385341344
miriam,1,3.5185819262156026
profess,1,5.476837911093215
keep,1,1.200430723925731
vanity,1,3.553965430104919
quiet,14,4.368425549911705
humility,1,4.449404313168826
wonderful,2,3.142164503547669
expenditure,1,5.115824565555885
gene,3,10.807260492098234
kept,1,1.5052964603009036
account,1,2.1821511314721236
matter,1,1.283184088693275
mood,8,5.219928082953037
sent,1,1.7426225276779344
mother,4,1.7885183338210018
pity,2,3.0501132166879508
martyr,2,5.871492103097164
perish,1,4.7342106732699
ashamed,1,2.887658293334787
offer,7,4.4891357787937265
rested,2,3.9977143730157048
call,7,3.267722043397068
nash,1,3.9808446327169
perceptible,4,6.348864304256142
revels,7,8.55893923209971
arranged,4,4.444663515962593
ancient,2,3.618485768408903
biddy,1,3.3240650963278293
sooner,2,3.65065367765264
uttered,1,3.0540834562029633
wo,1,7.632652960393876
flying,7,5.389632205715761
playing,1,2.9175401375052394
youthful,1,4.147574094751018
continued,1,1.858476729179621
expects,2,5.948595534793038
protestant,1,4.727337793982138
rally,1,5.200084909173625
standard,2,4.969220827492307
ad,2,5.948595534793038
care,2,2.037689218098458
remember,2,2.2226219562728615
striving,3,5.7258561271137705
rights,2,4.486740768439112
land,3,3.1117705909283737
drives,1,5.076215427460839
county,1,3.3073702177556594
heh,1,6.343648585704
throw,1,2.9528499112627435
main,1,3.3410434328622474
stake,8,6.6825057488225585
marked,1,3.111073916477638
rest,1,1.5530134203110657
weary,1,2.767821992871046
horses,4,3.89153704346692
struggled,1,4.335655365236209
onwards,1,5.434278296674419
ov,1,9.01779723513053
mare,1,4.136145398927396
snorted,1,6.276957211205328
amiss,1,4.69366457887555
time,1,-0.2525025476002497
crows,3,7.143698845968587
approached,1,3.1917971277500787
monmouth,2,5.0897368520047594
ride,5,4.591801838069846
coat,1,2.5271016081564284
unholy,1,5.882303019201379
spot,2,3.3308218787907093
fast,1,2.497176107571833
beasts,1,4.279523909124514
carry,15,5.194873469191333
tent,1,4.030771806673407
reuben,1,4.303772644230356
furnished,1,3.8878985202074556
cellars,4,6.982922568446081
exclaimed,3,3.1673236899797965
gervas,1,4.974745967295979
hearted,2,3.9563522884867997
mounting,1,4.661088408440937
behalf,3,4.947621715688845
koran,4,9.484358520185292
lustily,2,6.792024918402322
bible,1,3.936392870146066
riders,1,5.779118782966148
wade,1,5.798921410262328
footmen,2,6.085454717510236
k,1,4.643849121021849
goring,3,9.420966130978343
burghers,1,6.184583891074313
headed,2,4.435384036265054
robert,1,2.596512375889258
blake,1,6.37873990551527
massive,1,4.387934436552066
line,1,2.2796447405345717
wall,1,2.1339490296542456
generation,1,3.99506680066749
cinnamon,7,9.57054014377819
plum,1,5.685592724955325
coloured,1,3.0962188154867136
coats,2,5.000265449174267
lace,2,4.512447384424648
silk,1,3.2036667033054624
ostrich,1,6.023215047959775
thursday,1,4.242884274555343
june,2,4.250210136342442
18,3,7.223741553642124
shone,1,3.1204207700650537
bunting,1,7.765034266635161
evergreen,1,7.071887086075216
mer,1,7.765034266635161
record,2,4.934882689911415
names,1,2.959842946753714
peasants,2,5.6177499398516115
artisans,1,7.313049142892104
recount,1,6.715212142136483
solid,1,3.58626102479627
metal,2,5.232458836008394
struck,1,2.023874805149063
stroke,1,3.6241696887781676
spectators,1,5.105774229702383
saxon,1,3.6718397907962976
schwertspielerei,1,9.710944415690474
ef,3,7.0936884253939265
city,1,2.5992898031127187
somerset,1,5.178344922537218
eight,1,2.7432441237317637
around,1,2.3975416697496317
brush,3,5.180786825464073
march,1,3.235511698986384
disturb,1,4.037621148518982
tenor,2,6.413958784482272
whispered,1,2.5362271467688537
gr,1,8.101506503256374
yokels,3,8.242311134636697
sacrifices,1,5.146596224222638
store,2,4.565212383880606
forbid,2,4.9868424288421265
same,2,1.509805021447481
hirelings,1,7.071887086075216
drive,1,2.858701846638596
headlong,1,5.010464049898058
rout,3,7.094835872450403
bothwell,1,7.765034266635161
peace,1,2.454386824913669
officers,1,3.564777616761107
heels,1,3.7974414100522043
string,1,4.030771806673407
catch,4,4.304824689627222
followers,1,4.9585043109673475
injustice,1,4.437944857126728
discipline,1,4.335666008006309
training,2,5.140252642141661
lads,1,3.9606732738531205
seem,2,2.6511890435979
beat,3,4.030771806673407
side,1,0.7920947390817025
chair,1,1.6082403751315073
corner,2,2.7618585818716324
lass,2,4.723918987233352
sit,1,1.8977571481690583
bone,1,4.044517727578042
sinew,1,7.071887086075216
smockfrocked,3,10.114113311538288
plains,3,6.388419884301636
squadrons,3,7.762738054374811
cavalier,5,7.025335722969277
bring,3,2.904442305122545
foot,1,2.0192875928799277
musqueteers,2,7.1071059650422175
mouths,1,4.501458262849053
full,1,1.1601023711908223
bull,1,3.3794425657967833
grew,1,2.2183013053826057
roar,1,3.9148866649251026
trumpet,1,5.010464049898058
lost,1,1.610601937576769
third,2,3.3444739679590367
number,1,2.716564424502215
clowns,1,7.147145144612175
execration,1,6.715212142136483
dishearten,4,9.707502071499501
cowardice,1,5.36713899383679
catching,4,5.301928956165871
ru,1,8.612332127022365
buyse,1,6.276957211205328
grinding,4,6.572007855570352
teeth,2,3.627576740110155
country,3,2.485825515391785
folk,2,3.1316932036803737
strutting,1,6.37873990551527
pomp,1,5.222308045958335
office,1,2.4383081842288172
mayor,2,4.733061908066027
widows,1,5.839743404782584
orphans,1,5.997372348986167
mercy,1,3.2510399613129395
cape,1,4.680506494298039
untie,5,8.830888514329668
rope,2,4.468048635426959
goodwill,1,5.178344922537218
different,1,1.9772608449145737
footing,2,5.6154510882645
shared,1,4.2344808637589635
peri,1,7.513719838354255
admirable,1,3.8444763587571775
wherewith,1,5.125976937019902
living,1,1.930955992228696
work,1,0.9928448199164943
hearts,1,2.9714935324653213
find,1,1.0312055365137778
among,1,1.3268938583208174
failure,1,3.6541604024618497
hills,1,2.987060859906869
lie,1,2.409402687401049
peaceful,1,4.069037344752361
possibly,1,2.8823007645612866
ardent,2,5.182587005968221
midst,7,5.036597467078466
wild,5,3.7111747961949746
se,10,7.81814409194911
miss,6,2.0659796997100814
flite,3,6.285471915049194
rescued,2,5.633406971784755
chamber,3,3.9721486618776436
outside,1,2.3017474042526875
utterly,2,3.8390873045144187
physician,1,4.3555082274017
calm,1,2.581195671777365
saved,7,4.932047245603586
ure,4,9.995184143951283
truly,8,5.172414574983844
sister,1,1.5547296678719218
lly,2,9.709795650486601
folded,2,4.012174482857818
scarf,2,5.849065939446006
ought,1,1.590874669272201
title,2,4.2229261773939735
enabled,2,4.746951020226693
useful,3,4.504641516353328
read,1,1.369969238740121
gentleness,4,5.963897717696319
lived,3,3.0933555185564923
simple,1,2.2796447405345717
blessing,2,4.313897955599701
hands,1,0.8140600257911084
fire,3,2.570057927366909
flapping,1,5.3934563021541635
grate,3,5.963073405639642
while,1,0.5298798067048794
sometimes,1,1.7360675151315985
clever,2,3.287242263936231
da,1,5.819124117579848
door,4,2.0401661412373997
open,1,1.295431165242795
started,1,2.422953030232157
forthcoming,8,7.438566754793073
revelation,4,5.69563373110164
tered,1,9.710944415690474
saying,1,1.689688235546477
began,9,3.1911597031872745
discuss,1,4.205612879758111
question,10,3.7500101770662
conquered,1,4.448254226785589
energy,4,4.756970701472952
determination,3,5.154771311829584
wondering,3,4.1894834978282285
admiration,1,3.0424795918328793
ng,1,9.716708120407224
georgey,1,5.819124117579848
moldering,1,8.324650054570585
graves,4,6.323111808153727
cavaliers,1,5.997372348986167
fo,1,7.415279765541002
leafless,1,5.268293159200158
fool,1,2.504975645865956
duty,1,2.039542786747781
missing,2,4.969220827492307
pledged,2,5.346697025698238
fa,6,8.608889782831392
passion,1,2.30350395859783
fold,1,4.443086256627146
multiplying,1,6.715212142136483
ratio,1,7.631502874010638
capacity,7,6.128520767595779
endurance,1,4.654698610342166
warfare,2,6.552795229336488
boisterous,6,7.322585940313908
pennants,1,8.612332127022365
wicked,1,3.014977858563341
audley,3,3.5065855970167785
rushes,3,6.232549513594851
sloping,1,4.890662850085437
bank,1,2.8588914104237317
plays,1,4.2027061654457345
tod,1,6.938355693450693
bottle,1,3.1083565235011377
bass,1,4.974745967295979
theodore,1,4.858914151770858
racksole,1,3.302415624630976
fear,3,2.705449309009478
leaping,2,5.322687231265957
search,1,3.1681826565089195
dimmock,1,5.245036297035891
happenings,4,7.915742602271447
showed,2,2.8043392230915747
issue,1,3.917930807306331
demi,1,6.1555963542010605
offeecial,1,8.101506503256374
orders,1,3.008906388832849
poison,1,4.2344808637589635
example,9,5.524012134666122
killed,2,3.868253269471029
does,2,1.8842123603114225
rampur,1,8.101506503256374
papers,1,2.8051911393790103
rob,3,5.3307969401667235
nel,1,8.324650054570585
haughton,1,4.194641605609005
temerity,1,6.619901962332158
dangers,2,5.242759857194994
british,1,3.3353675541750847
escape,4,4.134397920485417
maternal,4,5.987850958718812
tutelage,4,9.484358520185292
scoldings,1,7.765034266635161
couple,1,2.7786714763429967
dysentery,1,8.324650054570585
carried,1,2.1360083681826616
off,2,1.165015771716722
agincourt,1,7.631502874010638
slighter,5,8.482581820061453
poole,2,4.977992813565144
eyed,1,3.349641938117479
groaned,1,4.18549147655869
loss,1,2.8877208320306256
fortitude,1,5.462449173641115
advantage,2,3.7258593697994105
numbers,1,4.363836884973006
openly,6,5.922167617765307
defy,9,6.9108635269601955
bell,1,2.5293524710786093
cat,1,3.5084088985025517
visitor,1,3.1386618729964666
intimidate,1,7.919184946462419
threat,1,4.755117358089214
elf,2,7.108254730246091
defence,1,3.946903399288867
take,1,0.3950931945295301
servant,1,2.3642892525139354
clenched,2,5.099637922987471
warmth,3,4.725041581721787
te,1,5.3934563021541635
impossible,1,2.286779134648446
disgrace,1,3.724492410406037
simply,1,2.3823448130321996
frail,1,4.52355860984972
needing,2,6.47111719832222
protection,2,4.6264392730277635
ennobles,14,10.948875395230512
softness,1,4.392824421846258
wilful,1,5.115824565555885
ease,1,2.890928051016344
beauty,1,1.8411938940467873
radiant,1,4.173610148671938
darlin,1,7.145995058228937
ring,2,3.244022388654293
alban,1,4.720511828911738
fellowship,1,4.667519298771228
scholars,2,6.112483389898155
thus,1,1.6036246554659292
darts,1,6.184583891074313
cuirasses,1,9.710944415690474
independent,1,3.7603018631027476
exposing,5,7.403772158689523
telling,1,2.547772024843832
majesty,1,3.2494762393367567
dominions,2,7.184067006178346
distinguished,1,3.413835095756539
nation,1,3.9658913115335586
countess,1,2.9894647072182634
fanny,6,4.983404030039094
related,1,4.044517727578042
spite,1,2.5016891793649525
arry,1,9.01779723513053
marry,1,1.867829876086269
pedigree,1,5.3802110754041435
cries,1,3.0027901618154127
kirby,1,5.125976937019902
tri,1,9.018947321513766
whole,2,1.9022151089460757
praiseworthy,2,7.3119003776882305
early,2,2.6461853878986723
hours,1,1.8985662097018643
germany,3,5.7258561271137705
swallowed,1,4.251358901546316
treating,3,5.955230228178617
precaution,1,4.931820922578945
conscience,2,3.6425188274463642
sound,1,1.7057269344234651
le,2,4.965128120596714
ripe,2,5.268293159200158
wine,1,2.514257844856125
mean,2,1.8716157813030254
entering,1,3.5084088985025517
jaws,1,4.906923370957218
hurricanes,1,7.919184946462419
use,1,1.8178459489155219
weather,1,2.8076438719100083
rode,2,3.740709375456291
swam,2,5.623819337935017
warm,5,4.030771806673407
carinthia,2,4.651518957424787
madge,1,4.532615100266477
assented,2,5.054534959762632
brailstone,1,5.974424883790343
flo,1,9.712094502073711
street,1,1.6757027275600573
ne,4,5.947448087736562
ire,5,8.057698626096187
gower,4,5.557608297531478
reply,1,2.353388214780121
male,4,5.150997057492691
supposed,1,2.588884534061332
compro,2,10.402942831046547
won,2,2.0930311421042984
match,1,3.107000591090002
sally,1,3.4640516275652824
preferred,3,4.825846280843753
nor,2,1.8223900565656006
youngster,1,5.703611230458003
lack,2,4.60385017658602
comparison,1,4.288295895197351
rushing,1,3.855872493488047
advised,1,4.373406335989157
fifty,1,2.767422658423144
minute,4,3.6607210837208117
helped,1,3.0136675410107516
fly,2,3.8151651187169002
bird,1,2.8714679774616316
parents,9,5.486696255135783
daughter,1,1.5834814668845822
inherit,1,5.434278296674419
proof,3,4.413669738147602
earth,1,1.9064173206561308
rushed,1,3.126153023304758
gher,4,9.302036963391338
sheer,1,4.069037344752361
physical,4,4.849629531955656
pitied,2,5.334038628826315
woodseer,1,4.354358141018462
stranger,2,3.152215246782181
aims,3,6.530594373082178
sentenced,1,6.276957211205328
deeds,1,4.139940469895947
er,5,5.277618452164491
chillon,1,4.299298363835435
suitable,1,4.189483497828228
happen,1,2.825434745655657
enduring,1,5.085971602406204
spark,1,4.5191376511835015
donations,1,8.101506503256374
beginning,4,3.6919548538755627
compared,1,3.6448363255867267
upright,1,3.7408326622832493
christ,2,4.847263534550882
ent,9,11.90015521230314
unselfish,1,5.3426466496066904
pure,1,2.6753399492315717
loving,1,3.1479809426433922
twixt,1,6.575450199761325
devil,2,3.4425951019452388
gathering,1,3.631011220594884
nicest,1,5.860796813980416
mountains,1,3.2526061323456847
overcome,2,4.45230027845882
kukuanes,2,9.709795650486601
devilish,2,5.6154510882645
arts,2,5.145447459018765
thoroughly,3,4.191004961180234
trustworthy,3,6.799927306865763
business,1,1.4051286367051377
sort,1,1.3394668894184325
money,1,1.1131370088548347
meat,1,3.499488406322193
zulu,1,5.281277703230398
chant,1,5.448264538649159
tired,1,2.3890947019021183
tameness,1,8.324650054570585
flung,1,2.9163578348139754
ass,1,4.340306387562812
rose,2,2.0468097836023613
wrung,1,4.820595287468721
given,3,2.580312287622672
beautiful,6,3.426096407564847
streams,2,5.798921410262328
thy,2,2.603599432830626
help,2,1.9469071244033282
white,1,0.9661995638841004
easier,1,3.9583717768648414
favours,1,5.36713899383679
succeed,1,3.8001477716499474
anyway,1,4.843409965234892
incubu,6,7.972901016111395
macumazahn,1,4.423827471379177
bougwan,3,7.716218038739918
infadoos,7,6.940451484145692
cursed,2,4.8707021075229
shameful,1,4.835747092489323
splendid,8,5.167447892949731
battalions,12,9.047792435261774
u,1,5.802375645130416
fray,1,5.420484974542084
behold,1,3.537158311788538
plain,1,2.336942556340314
thousands,3,4.8194465222648475
risen,2,4.284845633005198
ee,1,4.359086282214408
hee,1,6.4920685908222735
former,2,3.538095053075686
runs,1,4.189483497828228
knee,2,3.8085293712967676
holds,1,4.119957435179618
witch,3,4.727327297002644
fights,1,5.583810030645383
impending,1,5.354235589000883
doom,1,4.323022772257211
quail,3,7.629206661750288
su,1,7.919184946462419
pretensions,1,5.268293159200158
silence,2,2.324254601816673
farewell,1,3.3207037486251245
brothers,1,3.5884516061760885
house,1,0.20814855457882808
walkside,1,9.710944415690474
woods,1,3.354836754994583
laird,1,5.860796813980416
stan,1,7.919184946462419
affairs,2,3.364159289658005
admire,1,3.618633838240984
faults,1,3.9743721182112823
staunch,1,5.6177499398516115
besides,1,2.264359316532749
kiss,1,2.666598634829998
person,1,1.5515972970664884
war,3,3.452000503448231
steel,1,3.6706130789963725
story,1,1.9047346907852016
hit,1,3.571059863464219
hy,1,9.710944415690474
none,1,1.7434288016074764
allardyce,6,9.417531668529708
least,1,1.3114946055444523
campaigns,2,7.035647001060072
fac,1,7.408359322696429
lightness,3,6.696386627924922
walked,3,2.6818568515408123
ame,2,8.612332127022365
stewart,2,6.0084936763741075
ishing,5,11.315795164117668
thank,1,2.0252413544559267
houses,1,2.4635904297031015
each,2,1.7754343468482852
red,1,1.5192839756248895
brick,4,5.544720347724172
colour,1,2.5908420488291704
catriona,1,4.700309121594219
thin,1,2.6439225016856702
milk,3,4.358371097951377
birds,2,3.6252962374114297
water,1,1.3611632413261165
running,1,2.490570578966525
chiefs,1,4.8154061127278425
defeated,2,5.70246246525413
tells,3,4.541959279360524
ou,8,8.488818416656997
already,1,1.5342716437420192
goodness,2,4.102157036383303
al,1,6.278107297588566
cannot,2,2.044918476821882
hurt,1,2.7301598249173233
supported,1,4.228448979188099
embraced,3,5.539402333034905
daunted,1,6.047382769560828
active,3,4.535530932608543
risk,1,3.2576289949863986
certainty,1,3.9395032925604583
train,3,3.742794575556993
pulled,1,2.9447513768083198
withheld,1,5.304225168426221
blow,2,3.5951487146374057
learned,4,3.9301902571280447
truth,2,2.2547737710096536
boxing,3,7.169674332371848
brown,1,2.0056819408241493
upstairs,1,2.848186502639073
patrick,2,6.451699112465119
royce,4,7.958302216690242
regardless,1,5.506251796299509
nib,2,8.611183361818492
stir,2,4.250210136342442
burning,1,2.989518714899831
ding,4,9.147886283564079
custom,6,5.331555355978124
drove,3,4.128918377443902
causeway,1,5.860796813980416
school,1,2.2126712114814833
regard,1,2.729009738534086
maidens,1,4.720511828911738
pass,1,2.1979653476429295
inside,1,2.7912605658430634
wet,1,3.0336467268343705
beard,1,3.4863859864151148
pistol,1,4.124845843673462
carver,1,4.866757329231883
knees,1,2.6317600210808063
peggy,1,4.448254226785589
snorting,1,6.619901962332158
bound,2,3.0245591180498317
hide,1,3.269554335605513
lying,1,2.4396961095036653
beneath,4,3.9306240417727496
hedge,1,3.556086321674057
tom,3,3.216325548190005
clapped,1,4.727337793982138
wings,2,4.174431827455363
shook,2,2.9242495197641323
thee,1,1.3186953567300344
scorn,1,3.3705851119627224
looked,1,0.19240290020017503
sad,1,2.4390019060741897
foregoing,2,6.93720692824682
supper,2,3.5796567086908593
six,1,2.147452630250239
clock,1,2.048006565228939
farmer,4,4.160373406888677
nicholas,1,4.432829756459957
smoked,1,4.272865106767279
loath,3,6.957112890388175
wary,4,6.789731339415223
stuff,1,3.397396369413379
ouse,11,8.57105046804906
insulting,2,6.126276712030491
hope,1,1.239920343626026
movement,1,2.8833151811876223
adventure,3,4.783812899137201
observing,1,4.061970177529268
speaking,1,1.986497770056937
sheep,1,3.337069682245615
yielded,1,4.058455235421824
ground,1,1.7941369247528711
eldest,1,3.920984244793221
ensor,1,5.7219603691262
doone,1,4.285994398209072
cal,1,8.612332127022365
tasselled,6,9.70521374098149
ruffled,1,4.776470482559783
mint,1,6.666421977967051
green,1,1.835456041098249
barred,1,4.95735422458411
forgetting,2,4.7681532278772965
jaunty,1,6.343648585704
mettle,1,6.37873990551527
scarce,1,2.9563135234312004
project,1,4.485197741977273
strove,1,4.402676718289269
adornments,1,6.877731071634258
clothes,1,2.5736659784300886
ones,1,2.9905662097373535
church,1,1.7162555068411038
westminster,2,5.346697025698238
braver,1,6.276957211205328
whenever,1,3.024985894207197
spare,1,3.067154682542802
swung,1,3.813348559096262
curtain,3,4.574812475547711
according,1,2.775573969675364
special,1,2.996773885781003
begging,1,4.463920343529988
home,1,0.743469535924744
cards,4,4.943193664173113
fitted,3,5.008167837637708
plucked,1,4.512447384424648
grieve,1,4.512447384424648
simplest,1,5.029963274949492
assure,1,3.2920995739265693
reapers,3,8.034671769858452
appetites,1,5.650501405144055
wives,1,3.7485151584552656
annie,1,3.5732173616042404
grown,1,2.655631572350723
push,5,5.686874334042859
parlour,1,3.2202208811879673
capitally,1,6.938355693450693
fry,1,4.661088408440937
neither,1,1.827565651603505
rock,2,3.7046747769311335
hung,2,3.0815811622530256
grass,1,2.5023440777302755
lines,1,2.8102137516453016
forth,2,2.69120063476029
delay,1,3.537158311788538
straightforward,1,5.048655407961644
seeing,3,3.07194042150068
dejection,1,5.583810030645383
lorna,1,3.1578890208680885
cousin,1,1.9216369297420361
following,4,4.03618441203135
river,1,2.2288772693926227
selfish,2,4.0984940286245655
crooks,1,7.631502874010638
crannies,1,7.226037765902475
bearded,2,5.543130426684875
rush,1,3.2564762571065904
state,2,2.5665372353693354
allow,3,3.8114943357933835
drift,1,4.617194214883712
respected,3,5.1169010377741735
everybody,4,3.8845332782926905
ways,2,3.149913749793902
hind,3,6.162869592956861
fearing,1,4.7342106732699
hell,1,3.794742353083039
courteous,1,4.383068246900893
resolved,1,2.999075382769282
slide,3,5.7574044848486965
cliffs,2,5.232458836008394
counsellor,1,4.792113576245587
aks,1,9.710944415690474
wretched,1,3.1991990860457467
tricks,3,5.469722412396916
exalt,2,7.144846293025064
lifting,1,3.589601692559326
bridle,1,5.056984065532951
beast,1,3.6117755500536477
gathered,1,2.8378960066204173
roll,3,4.987177561745872
loins,1,5.222308045958335
murderous,1,5.256597119436966
scoundrels,2,6.5743014345574515
spilled,1,6.576600286144562
bet,1,4.5291608653983895
chapter,1,1.426472681547502
xlviii,1,6.415107549686145
ungry,2,9.304330542378437
exceedingly,1,3.7681450405637738
counted,3,5.051518278511321
rounds,2,6.377591140311397
tried,1,1.8572940729963836
lean,1,3.8067326540191413
ot,1,8.103808000244653
schnapps,1,6.938355693450693
cigarro,2,9.304330542378437
faggus,1,4.95735422458411
si,3,6.354060642901203
afterwards,1,2.2521797358326068
fierce,1,3.257319416797783
tall,1,2.3298777656863705
contempt,1,3.2616240799295357
growing,1,2.796371053442398
morn,6,6.717849717098015
earnest,2,3.78135527230058
arriving,3,5.776822570705798
carriage,1,2.3407137738833934
screamed,1,4.642040213470243
keen,1,3.1728045919228043
dared,2,3.8717573040280704
id,2,8.101506503256374
amused,1,3.3794425657967833
londoner,3,7.023070858179973
uncertain,2,4.569280859187814
rural,2,5.5277455078453945
bullet,1,4.713732141926359
therefore,2,2.7167863260837133
marched,1,4.209686205145747
forces,1,4.2815987867360334
raw,1,4.392824421846258
militia,1,5.600070551517163
doubt,2,2.109942823131197
gallery,2,4.417639590965982
brushwood,1,5.740652502138353
shout,1,4.0285147347350305
melancholy,2,3.7096191627765975
setting,1,3.4706685705197047
blamed,1,4.835747092489323
commending,3,7.916888734202069
displayed,1,4.392824421846258
sides,1,3.2036667033054624
purpose,1,2.3336137600692006
hear,1,1.117672436832715
fail,3,4.461567799362023
scattered,2,4.325300587697512
ran,1,1.8542269427419091
peril,2,4.600824455669484
although,1,2.423635391227586
distant,1,2.8693289392128825
escaped,1,3.4149851821397763
vile,1,4.239823828402237
aff,1,7.631502874010638
inquired,1,2.94705552529317
enemy,3,3.9984136018359675
stickles,8,6.79193958986802
clattering,4,7.086463247386922
hi,1,5.621208156554568
giant,2,5.085971602406204
modest,1,3.8140747870058584
haughty,3,5.431982084414069
challenge,1,4.373406335989157
dy,2,7.694892629944336
above,2,2.2998785769835135
advice,1,2.949371646886419
pride,2,3.1140151365252895
goose,5,6.234390799133205
chase,1,4.119957435179618
claim,1,3.1247727608357994
