collocate,raw_frequency,MI
likely,2,2.504487400938961
esmond,3,3.017782658099838
blushed,2,4.320810425520324
tear,3,4.472495012852389
fell,4,2.5528775418759038
composing,1,5.40994397023389
london,4,2.3193304253102
storm,2,3.561637734701229
tower,2,4.018943718076587
blemish,1,6.489864125889847
springbock,1,9.380235883786012
couldn,1,1.9015010582181366
squeeze,1,4.8369411015160075
danced,1,3.6119148879922394
clock,1,1.7172980333244765
imperious,1,4.262242071369256
sarcastic,1,4.559954318180974
hers,2,2.9480999728352457
beautiful,1,1.302478320049092
kindness,2,3.03811446506486
acknowledgment,1,4.914327765131428
approbation,1,4.985786729113573
speech,4,3.32873512323397
quite,11,2.5331961398437004
overcome,1,3.429593331198285
bottle,1,2.777647991596675
matter,4,2.331849475064129
verses,1,3.789248903275155
bow,1,2.350262972079625
mohun,1,4.44576195065532
courage,1,2.35736779770337
nor,20,3.7918114353939942
cruelty,1,3.89959696044402
spot,5,3.9164040787604013
shining,3,3.8587749659237653
coat,1,2.194091579263686
household,2,3.570593018430333
belonged,1,3.0905203128770147
during,5,3.1704393423610417
paris,2,3.321112688204215
immediately,1,2.107837491215965
bringing,1,2.823457527627969
servant,2,2.726727901169418
requested,1,4.018943718076587
consider,1,2.4645124351546976
effect,3,3.006916094208999
jealousy,2,4.01425986876416
receive,2,3.2877954193380274
visitor,2,3.5011005216519493
dinner,6,3.179876910658266
cover,2,3.809984801754333
laid,5,3.251621498530796
royal,1,2.8334504730254877
highness,1,3.98660833743365
layman,1,6.547022539729795
meaty,1,8.687088703226067
sentence,5,4.644037435391516
convey,1,4.176229196709216
set,4,2.219195896577678
aside,1,2.3520344517280076
sketch,2,4.559954318180974
leaves,3,3.373882724184279
wandering,2,3.779963785499475
american,1,2.965138924614416
artist,2,3.6010367698450563
membrane,2,7.677140684485886
hanging,3,3.8847205514311094
bone,2,4.408609269171825
therefore,1,1.6926066321983733
cannot,6,2.8113468415595553
belong,1,3.3722488033057223
granite,1,4.902899069307805
continent,1,3.929197430220311
point,8,3.392842111048511
interior,2,4.943484349422883
exclamation,3,4.991563339235735
satisfaction,1,2.670931543527713
pointed,2,3.1797267097433215
tree,6,3.7051958779954646
projected,1,4.847636390632756
peculiar,1,2.733845368938282
angle,2,5.017137258997649
abuse,2,4.902899069307805
common,4,3.1389858544173985
rival,1,3.590275712888758
advancing,2,4.442171282524591
along,4,2.576453195186853
bank,5,4.1353192939650905
yellow,4,3.5251639615835844
radiance,1,4.292639548553628
while,17,3.021985911635734
heels,2,4.159880058707687
size,1,3.4969134952977328
just,9,2.196871113586363
stooping,1,3.946513880231772
certain,3,2.218872512685845
active,1,3.107358877239844
rifle,4,5.8612554664674725
experiences,1,4.221180584571482
lantern,1,3.7418812144522655
supped,1,5.619035768092449
camped,1,6.048031373610808
hours,7,3.513767826852715
later,1,2.1211197556889108
map,1,4.238572327283352
lost,5,2.885877083238319
past,2,1.9888206491106533
cry,4,3.2726563581223433
creature,4,3.1571637069516907
paused,2,2.845720565617302
listened,3,3.3575957192095798
animals,2,4.512701433330429
terrible,1,2.2405755478210923
animal,1,2.958613615979494
become,5,3.0990912615635753
ape,1,4.949419084942698
men,19,2.918603247272397
passing,1,2.194848868205595
bent,1,2.069685725251589
legs,3,3.394621750356205
rounded,1,4.389803297007275
backs,1,3.862782987321304
wanderings,1,4.8055249052826285
flying,1,3.1187441994649694
wild,2,2.4630254460331193
disorder,1,4.383023610021897
says,7,2.7531397766058747
shilling,3,4.568051528413594
angry,1,1.9987339892793046
because,10,2.5911515345215532
insufficient,1,6.048031373610808
comfort,2,2.7926858689612155
pass,5,3.4748933862427793
inhabiting,1,6.8953292339980115
intentions,1,3.8042867806396954
acquainted,1,3.3352305697499998
declared,1,2.389058996664802
suppose,2,1.6731732284155385
girl,4,1.919026618982261
imogene,1,4.8369411015160075
docimer,1,5.146129379188753
blessed,1,3.020662015113634
keep,3,1.9602559601241765
themselves,3,2.5174779707346104
alive,1,2.2752704355161693
allowed,3,3.2919471520424897
myself,9,2.644323917310202
say,24,2.7271578237899696
use,2,2.176830362702917
learnt,1,3.3048898526973276
entry,2,4.908597090422443
forgotten,3,3.256282153631951
unfurnished,1,6.672185682683802
rooms,3,3.2120208249335302
gentlemen,3,2.901214339851393
precision,1,4.99820924911213
notice,2,2.904033047675357
grand,4,3.5454251467234066
stand,8,3.6529810529446682
declining,1,4.735844984644639
song,1,2.7346714739005873
accompaniment,1,5.161554283572211
opens,1,4.662563117453223
chord,2,6.067702772051786
closes,2,6.1630129518561105
jane,2,2.8040274190032646
struck,2,2.384838061778572
softly,1,2.2094051659798026
lingeringly,1,6.490690230852152
impulsiveness,1,7.588476414557957
play,3,2.78491084694485
player,1,4.869376377269162
differed,1,5.146129379188753
markedly,1,5.979038502123856
does,1,0.8580551508587351
easily,1,2.271173748098839
negative,1,4.568051528413594
vanity,1,3.2232568982004564
forward,2,2.2855861861647857
promotions,1,7.993941522666121
less,9,3.2065507116680383
capable,1,2.923466228213848
rebutted,1,7.770797971351911
ground,5,3.0728663052825085
particular,3,3.1464789665250588
settlement,1,4.047517090520643
oh,4,1.6146668026886952
parcel,1,4.221180584571482
wise,2,2.9032635208963287
growth,2,4.516555002646419
lot,1,2.4236904406344424
practiced,1,6.607647161546231
vision,3,3.6393717342252785
toward,1,2.231104285228605
dressed,1,2.301894304228341
ornament,5,6.040913905841943
warm,1,2.090625362334844
whiteness,1,4.460254957957886
are,22,2.063073722368971
anything,3,1.7009844578329527
remarkable,1,3.0398765800582597
direction,4,3.7026262834338337
probability,1,4.081918517237975
flatter,1,4.410422584210011
females,1,4.985786729113573
estates,1,3.9334985121197015
together,6,2.5961559661650955
heirship,1,6.435796904619571
mealy,1,6.607647161546231
complexioned,1,6.8953292339980115
larger,1,3.1419112587465037
home,9,2.6045518551941385
occupation,1,3.42181119075623
care,2,1.7000602433494212
held,3,2.253612848352453
clutch,1,5.205848613890375
flood,1,3.447990696338001
forgiveness,1,4.262242071369256
impulse,2,3.563124723822807
kneel,1,4.292639548553628
nightmare,1,4.815887692318175
beholding,2,5.562523557829107
serves,1,4.985786729113573
arrest,1,4.489886755564258
passage,1,2.3983012066296228
farthing,2,5.363852863033623
mercy,2,3.613478609968422
duty,4,3.0905203128770147
difficult,2,3.001809700134425
resolve,2,4.305062068552185
difficulty,1,2.425597018905024
lies,1,2.603728891413829
brow,2,3.4038849744880775
required,3,3.9363762119473167
perceive,1,3.3527834685176185
nuance,2,8.465598044850156
inflexion,2,8.465598044850156
mon,1,4.227770394250538
mean,4,2.234054429958508
propose,1,3.485833049521161
didn,1,1.3459289474465235
contribution,1,5.7967169453299014
discussion,1,3.557189988302993
general,3,2.611742672137382
rejoinder,1,5.372902698553541
seize,1,4.256271904382753
phrase,3,4.484886745147552
work,8,2.733831963771126
mrs,11,2.14468224132744
dallow,1,4.559954318180974
scattered,2,3.9957408209969225
draught,2,4.648433046864554
quantum,1,7.993941522666121
accommodate,1,5.190581141759586
hadn,5,4.226944289288233
actual,2,4.01425986876416
gentle,1,2.3257862256530712
emphasis,1,3.8005060577997893
lendon,1,6.547022539729795
tribute,1,4.4385934611767075
critical,1,3.8954389502953566
spirit,3,2.7583864778543994
nick,1,2.316331922313943
divined,1,4.330379876536474
lived,1,1.6628846116006823
national,1,3.858774965923765
gallery,2,4.086931059061519
abrupt,1,4.023649609113999
demand,1,3.505305152933981
do,22,2.037456694454166
d,5,2.3630882280326775
marry,5,3.1442577596276275
why,14,2.68461356716948
threw,2,2.875199487244014
round,6,2.082771228766959
brick,2,4.524306979450737
cottages,1,4.460254957957886
irregular,2,5.04950254349968
garden,2,2.2093474052735065
consisted,2,5.01078803131899
broad,5,3.8444776612229408
wood,3,2.840168348578009
rail,1,4.343283281372383
channel,1,3.858774965923765
large,7,3.1461053093511646
brig,1,5.175543264395046
tacking,1,7.183011306449792
backsword,2,8.974770775677847
sword,5,4.068339780981743
dagger,2,5.319792873239592
buckler,2,7.240169720289741
falchion,2,8.463945151911856
case,6,3.033430615752434
falchions,2,8.974770775677847
engage,1,4.403502141365437
either,7,3.3108187238196063
hamlet,1,4.232741406972559
aldersbury,1,9.380235883786012
wiltshire,1,5.883728322319532
swelling,1,4.5762148390527555
increasing,1,4.262242071369256
mouths,1,4.170749730944591
hounds,1,4.274290409885431
uttered,5,4.331662750349364
met,1,1.3642480727587742
fair,4,2.8041145647848382
sweeping,2,4.8055249052826285
shore,1,2.8435442861947067
muzzle,2,5.914499980986285
hour,10,3.2415732828839743
chance,4,2.9129254318080657
slug,1,6.672185682683802
finding,2,3.236050249660366
moor,1,3.3187789648579944
slit,2,6.1415574316216315
alongside,1,4.376289577840552
door,7,2.2690733972683597
served,1,2.694374936717652
remainder,1,4.081918517237975
troop,2,4.8369411015160075
straggling,1,5.076170790581842
volley,1,5.509034872878121
hearted,5,4.540784402073254
fellow,3,2.2482709553076674
soldierly,1,5.391251837221737
token,1,3.8708475471580344
troublous,1,6.435796904619571
heap,1,3.494131852335856
pikes,1,5.7693179711417875
halberds,1,6.8953292339980115
piled,1,4.244437446735749
hall,2,2.1493107394225404
warehouse,1,5.742649724059626
gourd,1,5.85387535916985
grew,3,2.9827508272781653
scriptures,1,6.289193430427696
told,7,2.2874246945259613
story,2,2.261409634723934
ill,3,2.5375526015475893
commons,1,4.097032155048023
waters,1,3.0345995229574156
tossing,1,3.9820731822682585
dim,1,2.772235258489925
torch,1,4.679755517993596
murgatroyd,1,6.289193430427696
margin,1,4.4385934611767075
high,6,2.776292059185539
arched,1,4.644037435391516
roof,2,3.311810295541901
outer,1,3.3988216725315312
centre,1,2.9553668598806238
block,1,4.323990078437704
blues,1,5.391251837221737
retired,1,3.2643437583029775
observed,1,2.210885867115412
rear,1,3.9421565748628162
riding,1,2.8956006481507597
crossing,1,3.5395942264126132
river,1,1.8958672404998809
bridge,4,4.2240582843990975
content,2,3.423104015758535
repulse,1,5.596046249867751
ten,3,2.607155508130476
lonely,1,2.611742672137382
cottage,2,3.274327202287161
third,3,3.419230544162738
fastenings,1,6.672185682683802
chamber,3,3.642588895177054
straight,1,1.823285311773112
ladder,1,3.842901616767475
gazing,1,2.952130611101415
bubble,1,5.337184615951461
stout,2,3.8389723386275856
bleak,1,4.349797962393576
stone,3,2.9345160644004333
floored,1,6.12213934576453
lounging,1,4.847636390632756
elegant,3,4.719946398576841
officers,3,4.330379876536474
sat,2,1.3715377007974825
faced,1,2.78309018189936
silk,1,2.8729581714009997
gown,1,2.7429778525015545
pronounce,1,4.755263070501741
verdict,1,4.961395275989414
prisoners,1,4.298831518801548
hatchways,1,8.687088703226067
oil,1,4.018943718076587
swinging,1,3.727746703517361
beam,2,4.333590152166723
rest,11,3.617898664216694
school,1,1.880812593193783
difference,2,3.1302606415265286
letters,4,3.1453350820960573
respecting,1,3.991164153969511
stung,1,4.489886755564258
bees,1,4.46758099804996
miss,10,2.244946705188372
jellyby,1,4.067029904744224
lover,2,2.973355897716697
engaged,1,2.1986439391741466
pupils,1,3.686503744983312
undergoing,1,5.85387535916985
greater,2,3.1419112587465037
drudgery,1,5.742649724059626
replying,1,4.601112390674482
half,10,2.6474220300130353
crown,1,3.163629782701147
too,9,1.912864816868452
decide,1,3.566105351960945
combat,6,6.547022539729795
bred,1,3.419230544162738
butterfly,1,4.914327765131428
father,3,1.0585710766510104
grandfather,1,2.5039712718952454
constantly,1,3.411528323800646
rested,2,3.6681546063151154
whether,4,2.3625057515953025
possessed,1,2.6832016361195272
relative,1,3.815715476463318
occasion,4,3.43416103897684
confidential,1,3.878977673241285
witness,1,3.246837840789363
office,2,2.7995967465010625
relaxing,1,5.742649724059626
rigidity,2,6.462465151701733
muscle,1,4.858447306736971
mr,18,1.970493929705088
snagsby,1,3.483082016149271
melancholy,1,2.6869122155160627
whisper,1,2.8596147562273155
sir,6,1.6373276243893586
roman,1,3.4748740357314416
briton,1,5.468212878357866
doubt,5,2.694374936717652
lady,17,2.5890163312886236
property,2,3.093307123784194
hands,2,1.1672607334616545
groan,1,4.143793920956062
requests,1,6.435796904619571
pause,2,3.012048697435519
box,2,2.855939632649424
relaxed,2,4.8055249052826285
vigilance,1,5.160728178609905
search,1,2.8363240382212194
narrower,1,5.691356429672076
limits,2,5.146129379188753
police,1,3.268768544283333
hostilities,1,7.183011306449792
course,8,2.558583303857286
prolonged,1,4.081918517237975
express,1,2.8263024797602005
share,3,3.5851918178514857
unoccupied,1,5.642566265502643
faculties,1,4.2803694559618135
show,4,2.796135337714473
power,1,1.352106824354252
rigidly,1,5.302698439880292
hilbery,1,3.5454251467234066
obey,2,4.195647282566318
courtyard,1,4.117545694881126
flagged,1,5.448410251061686
pavement,1,3.513767826852715
across,5,2.8831592799649264
flat,1,2.8192052178894387
instance,6,4.606730382978705
framing,1,6.12213934576453
rapid,1,3.229633115339732
pavements,1,5.372902698553541
granted,1,3.572093393805568
poor,16,3.008042818352102
deserted,2,4.094497299444835
weather,2,3.1666282856974033
rich,5,3.4202620037694005
uniform,3,5.108210144326458
unspotted,1,7.0776507907919655
daisy,1,5.642566265502643
essential,2,4.897233331772128
detected,1,4.274290409885431
explanation,3,4.1021212245554945
sight,3,2.4214706838961297
stir,1,3.2275031890819075
colored,1,4.305062068552185
dark,4,2.226988649825903
impossibility,1,5.190581141759586
wandered,1,3.240351331559756
separate,2,4.133211811625525
else,1,1.1020615928422741
appeared,2,2.166835831977921
honest,3,3.265816512619252
pure,7,4.289892962332442
simply,1,2.0504861947444994
trustful,1,5.488415585675385
wan,1,4.53604879732742
wax,1,4.076930975726936
solitary,5,4.575389415976588
duke,1,2.4076296324842583
travel,2,3.957490938862923
unmask,1,7.588476414557957
conspiracy,1,4.176229196709216
millionaire,1,4.215449909862498
magic,1,3.373882724184279
wand,1,5.468212878357866
disappeared,1,3.0035089358873845
travelling,1,3.426992549498227
equerry,2,7.87533306393357
vanished,1,2.9916744782403817
dinghy,1,5.946248679300865
neatly,1,4.192850077945256
directed,2,4.114958371316175
jackson,1,5.619035768092449
tapped,1,4.221180584571482
panels,1,4.869376377269162
curious,2,2.9513231827168145
win,1,2.9032635208963287
fifty,2,3.1264070722105384
francs,1,5.285891321563911
turn,3,2.350262972079625
fun,1,3.3071913496856067
listening,1,2.5396893544973245
electric,1,3.5309111038391525
ceiling,1,3.5781175084089485
huge,1,2.931346489639154
barges,1,5.946248679300865
steered,1,5.573573394015692
pair,6,4.190060675857678
spend,2,3.66156479663606
sixty,1,3.557189988302993
dollars,1,4.410422584210011
senseless,1,4.50503856058486
belt,1,4.081918517237975
bundle,1,3.8547829446542274
mat,1,4.652848065073671
saddle,1,3.569094890809311
bag,2,3.6420519824124784
kim,1,2.5901386482721067
kicked,1,4.2803694559618135
approved,2,4.810692875441071
insipid,1,5.85387535916985
drummer,1,5.946248679300865
boys,2,2.9480999728352457
dealt,2,4.790179335607968
birds,1,2.602589290150895
placed,3,3.3141277936822635
iced,1,6.335713446062589
glass,6,3.48033853020352
wine,3,3.282161601619771
turning,2,2.343208269099735
bordering,1,5.742649724059626
age,4,3.0465123044736577
certificate,1,5.103569764769956
hearthstone,1,6.38450361023202
hue,1,4.31133168156578
infinite,2,4.274290409885431
variety,1,3.862782987321304
enveloping,1,6.547022539729795
overbearing,1,5.7967169453299014
stifling,1,5.2693620196127
presenting,1,4.58444533818927
contact,2,4.413900848586335
gone,4,1.9692840082023748
observant,1,4.726275533628488
ladies,7,3.487408473242043
ones,2,3.349550623524748
opposite,1,2.217063492939369
st,2,2.817085824655276
james,1,2.11271045595784
fashionable,1,3.450646740396117
locality,1,5.468212878357866
consideration,1,2.9866451298353796
contrary,1,2.989995216720662
leave,4,2.2555563533035814
material,1,3.5025001020063726
colour,1,2.25898343054147
becoming,1,2.9250373204458895
marital,1,6.244741667856862
accustomed,1,2.720941964102374
connect,1,5.117556006744696
wedded,2,5.004478862125725
seeks,1,5.103569764769956
confide,1,4.274290409885431
mortal,3,4.416565830449937
plea,1,4.5762148390527555
defence,1,3.615044781001167
am,9,1.7878851629803587
innocent,2,2.8363240382212194
same,2,1.176794992554739
le,2,4.630139930747996
roi,1,7.0776507907919655
est,1,3.846846395058491
mort,1,6.489864125889847
vive,1,5.716674237656365
coveted,1,5.175543264395046
gems,1,4.99820924911213
golconda,1,8.281623595117901
carr,1,4.949419084942698
vipont,2,4.731048812381146
selina,1,4.336810766866765
public,2,2.5279933147341334
department,2,5.062747770249701
showed,3,2.8779457129120387
respect,2,2.8086528864160893
wedlock,2,6.103091150793835
curiously,1,3.4613420295128647
aslant,1,6.084399017781682
small,5,2.534356008521962
reading,1,2.05114214753942
desk,1,3.063071197038728
propos,1,6.335713446062589
marriage,4,2.87146674681433
vance,3,4.808141826397434
linen,1,3.4533098578156007
press,1,3.001809700134425
shakspeare,1,5.146129379188753
vindicates,1,8.687088703226067
depicts,1,8.687088703226067
toil,1,4.143793920956062
besides,3,3.032263073296396
fairly,1,2.868490554141284
called,7,2.698306321338024
certainty,1,3.6087947606559956
lodge,1,3.5872222754018677
garret,1,4.698104656661792
sugar,1,3.792987225385762
tongs,1,5.7967169453299014
m,4,1.7901416229605325
economy,1,4.5282056198663945
prudence,1,4.274290409885431
dignity,1,2.5811800217272154
hotel,4,3.572093393805568
lest,2,3.349550623524748
resolution,1,3.173659957061084
fail,1,3.0310968924062136
irreparable,1,6.289193430427696
mischief,1,3.3471496619872103
thus,4,2.654602181595163
colonel,1,1.676776835918837
morley,1,3.596410701456274
continued,1,1.5254667002868787
ere,1,2.6660653538765398
gazer,1,6.7411785541707525
hazard,1,4.785116033651422
guess,2,3.4166565401675655
thoughts,1,1.5058770590561303
beneath,2,2.9102106734993143
invited,1,3.2957364707108403
accident,1,2.9984198663799133
wholly,2,3.749024101964646
alone,8,2.9456893649985583
darrell,2,2.705674491971586
discovered,2,3.174668530015969
ought,3,2.3564769290475684
willy,1,5.02352705709642
false,2,3.2877954193380274
resorted,1,5.979038502123856
fashioned,1,3.2253777897695937
country,6,2.845962667058988
houses,1,2.1317318114154014
chiefly,1,3.3887713366780297
sport,1,3.937818173264218
dined,1,3.6340326932458584
favoured,2,4.735844984644639
best,2,1.4293810260660236
lafitte,1,7.770797971351911
oldest,1,4.232741406972559
humanity,2,4.221180584571482
civilised,1,5.131740641736653
land,2,2.374446864532509
present,1,1.0281532124333743
specimens,2,5.448410251061686
answering,1,3.6056843382416033
pretty,3,2.2096036512710646
income,1,3.1206544197210886
standing,6,3.287042407254253
hearth,2,3.881020574871085
quiet,2,2.104371283239479
gesture,5,4.667108556292828
repelled,2,5.642566265502643
tender,1,2.349378407669891
rush,1,2.923466228213848
towards,5,2.4784986771294375
open,3,2.0610334250181626
conciliation,1,6.982340610987641
sturdy,1,4.44576195065532
mendicant,1,6.547022539729795
remain,10,4.847636390632756
affections,1,3.874904347853649
generation,1,3.66320818237979
everlasting,1,4.512701433330429
ashes,1,3.792987225385762
sparks,1,4.688888001556868
worthier,1,5.742649724059626
undiscovered,1,6.672185682683802
seas,1,4.143793920956062
freights,1,9.380235883786012
bark,1,4.286485682979249
collects,1,7.300794342106175
altar,1,3.6764534091298104
drop,11,5.00619560074478
sparkled,1,4.543953976834533
boyhood,1,4.431475993407843
future,2,2.570093433670875
blend,1,6.202182053438066
desolation,1,4.551922146483711
strange,2,1.7708693458318
c,3,4.306322151967039
replied,1,1.092204316009547
trenchant,1,6.489864125889847
sarcasm,2,5.3189674501634245
pick,1,3.3788210058248613
windfalls,1,7.770797971351911
widows,1,5.509034872878121
elderly,3,4.601112390674482
dangerous,2,3.5025001020063726
labour,2,3.903772331854501
remnant,1,4.973516636521759
affection,2,3.101714459620167
dreamed,2,4.212596840880091
sign,3,3.294977457391669
genuine,3,4.691950791087414
pathetic,1,3.9957408209969225
descendant,1,4.949419084942698
intense,1,3.246837840789363
struggle,1,2.9766616858511967
sleep,2,2.3721828834885104
confidence,1,2.31206388339797
frustration,1,6.435796904619571
cherished,1,4.052359714996431
earliest,1,4.086931059061519
hopes,2,3.492743927061008
evening,7,2.9099841783436657
reply,2,2.7158268634356038
prayer,2,3.6276632449603783
ventured,2,4.081918517237975
spouse,1,5.551594487296916
aforesaid,1,4.5762148390527555
cressett,1,5.979038502123856
gambling,1,4.489886755564258
louis,1,3.8547829446542274
saying,7,3.3048898526973276
sister,4,2.6080140000990704
cousin,4,2.9737685240893765
glimpse,2,4.170749730944591
raised,2,2.7364461506383395
vantage,1,5.468212878357866
submission,1,4.336810766866765
richest,2,5.5407835711927005
meditation,1,4.343283281372383
wrote,2,2.6975009161309447
arrangements,1,3.510938970652237
magician,1,5.824887822296598
dropped,1,2.0419977337204225
illumination,1,5.02352705709642
wholesomer,1,7.770797971351911
preponderating,1,8.281623595117901
saxon,1,3.3399811725085975
english,3,2.5005372025863997
add,2,3.7873849698370923
differentiation,1,7.993941522666121
enormous,2,4.052359714996431
wealth,2,3.281038636875148
convulse,1,8.281623595117901
excellent,1,2.6140441691256613
task,3,4.11409741560221
sum,1,2.8537410242152217
alloted,1,8.687088703226067
expenditure,1,4.785116033651422
distinguish,1,4.1491272669314245
blindfold,1,5.979038502123856
sip,3,6.867930259809897
madeira,3,6.673011787646107
class,4,4.110264471462087
sherry,1,4.626645692679647
smell,1,3.183791755991491
ambrose,1,5.716674237656365
mallard,1,5.448410251061686
cried,2,1.4423256167806724
serviceable,1,5.354884193050863
utter,1,3.0103349009577847
pondering,1,4.7750656977979204
guidance,1,4.262242071369256
gower,1,3.842901616767475
fling,1,4.133211811625525
sovereign,2,4.427936166702719
quicksand,1,7.588476414557957
dyeing,1,7.183011306449792
accuracy,1,4.880426213455746
done,9,2.514808362045652
wythan,1,5.160728178609905
pony,1,3.483082016149271
trap,1,3.9164040787604013
brief,1,2.7495524981436397
nod,1,3.749024101964646
brother,6,2.9374012207208016
speaking,2,2.3489364187124195
added,1,1.4634283928484084
executed,1,4.5927441410039656
possessions,1,4.53604879732742
meaning,3,3.4005065928964506
accept,3,3.590275712888758
portugee,1,7.434325734730698
arrived,1,2.228750419881276
breed,1,4.292639548553628
repeating,1,3.850806796274588
rifles,1,5.146129379188753
carbines,2,7.300794342106175
spare,1,2.7364461506383395
guns,1,3.669808866411142
colt,1,5.7693179711417875
revolvers,1,6.489864125889847
heavier,1,4.5927441410039656
remember,5,2.8093529214464272
excepting,1,4.785116033651422
putting,1,2.179810990841055
thoroughly,2,3.4559800863714796
toiling,1,5.530088282075953
suddenly,3,2.1805575380948388
ostriches,1,6.982340610987641
living,4,2.9853917350608863
fly,1,2.791309406252492
spies,1,5.08977644263762
battalions,1,6.244741667856862
happy,8,3.2821616016197717
meanwhile,1,2.469485095824076
ventv,1,6.244741667856862
spring,1,2.3983012066296228
paces,1,3.9334985121197015
bound,5,3.6112900832233974
forehead,1,2.5019094154946866
shone,1,2.788562151777353
dully,1,5.979038502123856
uncut,1,6.607647161546231
king,3,2.6580072925467775
kukuanas,1,5.7967169453299014
umbopa,1,5.160728178609905
slipped,1,2.9266108848933197
moocha,1,7.434325734730698
fear,3,2.3678203342604416
warrior,3,5.122261897782109
going,4,1.6627733583325028
strongest,1,4.033128353068543
shearing,1,5.979038502123856
bull,1,3.0487340338923206
colossi,1,7.300794342106175
hewn,1,5.666663817081703
stalactite,1,7.0776507907919655
tam,1,5.716674237656365
dale,4,3.7535144552662723
carried,2,2.492683312121394
firelock,1,7.770797971351911
sodger,1,8.281623595117901
liked,1,1.688122544190545
lass,1,3.700063274768944
holland,1,5.04950254349968
ship,2,3.0549812652767563
lay,8,3.0148398962417504
anchor,1,4.389803297007275
outside,1,1.9698887859649874
pier,1,5.08977644263762
leith,1,6.815286526324475
bed,6,2.9358396913309415
alan,1,3.789248903275155
middle,4,3.5865251508236518
formed,2,3.3222815954091964
expedient,1,5.103569764769956
pen,5,3.182570506094132
spluttered,1,7.183011306449792
twice,2,2.918767707432294
dry,1,2.468488583534337
steep,1,3.6308428978777583
angled,1,7.434325734730698
sprang,2,3.483082016149271
column,1,4.244437446735749
smoke,1,2.6151969070054695
henry,2,2.731899211982796
joy,3,3.204501957963655
enthusiast,1,5.824887822296598
stapletons,1,6.672185682683802
darkness,2,2.6733735471832643
burning,3,3.7590753646017774
grimpen,1,6.202182053438066
steady,1,2.901726241577442
able,1,1.6007689163276868
connected,1,3.1596457136862726
narrative,1,3.575100914869523
singular,1,3.323451870557387
laura,2,2.5375526015475893
lyons,1,5.691356429672076
representing,1,4.755263070501741
acquired,1,3.7967395750043123
influence,1,2.2744497543047397
limited,1,3.9641354815815912
baskerville,1,4.652848065073671
affair,2,3.0858928173449662
suggestive,1,4.543953976834533
diamonds,2,4.226944289288233
sapphires,1,6.672185682683802
imagine,1,2.465504991067449
moon,2,2.9586015317037546
elephantine,1,7.993941522666121
sapphire,1,6.012940053799538
fancy,2,2.582853662285245
paper,5,3.409484378275571
element,1,4.052359714996431
pebble,1,5.666663817081703
founder,1,5.619035768092449
gallon,2,7.076825367715799
beer,2,4.130583689219256
cider,1,4.618061948988255
robbers,1,5.146129379188753
four,4,2.8121579723740355
crowns,1,5.146129379188753
famous,1,2.802374526064965
stick,7,4.516003582726189
until,3,2.376867440600928
drew,1,1.5277967984285015
horses,2,2.8699775432628623
simple,3,3.047548497298219
innocence,1,3.808081851608247
cranny,2,7.0776507907919655
flutter,1,4.389803297007275
love,9,2.2512566486565087
visible,2,3.558670373473427
wrestling,1,4.891599514053872
growing,2,3.157659615714643
uneasy,1,3.1264070722105384
hangs,1,4.7167967896739444
breakfast,1,2.0656830514619315
joke,2,3.968589831930972
preference,2,4.9622213809517195
skill,2,4.12274051175823
nevertheless,2,3.246837840789363
warily,1,5.302698439880292
thy,1,1.5808924855700912
murderers,1,5.573573394015692
john,2,2.037456694454166
jeremy,1,4.474961105347582
unless,5,3.6389746684056075
sooner,1,2.626797965188232
purses,1,6.7411785541707525
read,2,1.731257801012366
mantle,1,4.543953976834533
neither,1,1.4934028848309546
wind,2,2.4531682937715016
shaking,1,2.7548435157780555
rule,1,3.083126563852076
snow,2,3.1656277853638195
lorna,1,2.8248789919753468
calm,2,2.9424842340496102
freeze,1,5.854701464132155
december,1,4.870202482231467
landacre,1,8.687088703226067
trooper,2,4.684311334529456
instructions,2,4.57212485380123
women,6,2.6741888753980194
suspect,1,3.2643437583029775
exactly,1,2.0763926585083072
meant,2,2.3564769290475684
atom,2,6.012940053799538
ruth,1,2.23661828108189
hear,7,2.724795533418364
purport,1,5.372902698553541
seeing,1,1.6426196009281069
bolt,1,4.018943718076587
whistle,1,3.937818173264218
cleft,2,5.824887822296598
dozen,1,2.577841120461701
bellowed,1,5.716674237656365
lieu,1,6.16136005891781
gravestone,1,7.183011306449792
zummerzett,1,7.434325734730698
thou,2,1.5350156376983128
jan,1,4.6707056824736775
ridd,1,4.076930975726936
foolish,1,2.60486979284962
syllable,5,6.210550303108582
message,1,2.769539839068252
cudgel,1,5.883728322319532
practised,2,4.8055249052826285
rogues,1,4.815887692318175
rocky,1,4.44576195065532
pillar,1,4.417391253526104
unconscious,1,3.0505149782633154
several,6,3.8594418549114686
body,1,1.538742959325999
herself,9,2.4029504338859344
especially,3,3.262873169802655
barrelled,2,7.1289440851795165
loading,1,5.573573394015692
ivory,1,4.081918517237975
belonging,2,4.524306979450737
taken,3,1.9892317488081184
loaded,1,4.215449909862498
shooting,1,3.458657464142196
cattle,2,4.343283281372383
kraal,1,5.146129379188753
shading,1,5.08977644263762
big,1,1.729115708083312
fig,1,5.337184615951461
order,1,1.5706945591326011
suspended,1,4.018943718076587
pearl,2,4.961395275989414
speak,2,1.4029538970308615
rod,1,4.765115366944753
rezu,1,4.323990078437704
axe,1,3.485833049521161
expect,1,2.2039813517688676
city,12,4.752839316946277
clerk,1,3.022393617277912
everyone,1,3.907965210114537
