collocate,raw_frequency,MI
savage,1,3.116837621194388
dogs,1,3.0757870813640302
mankind,1,3.442699678703585
least,3,2.0759441274400117
kaffir,1,5.08977644263762
hut,1,3.9421565748628162
dimly,3,5.08977644263762
lighted,4,4.235652617180017
resistance,2,4.735844984644639
useless,2,3.887174440445463
housemaid,1,4.489886755564258
although,2,2.783772542894789
breath,3,3.1464789665250588
surgeon,1,3.7855245041841727
shame,3,3.4183718064543203
reverence,1,3.56015295343365
conform,1,6.335713446062589
squire,2,2.4294211153434278
occupants,2,5.868690444954991
minutes,2,2.251339056160338
extinguished,1,4.452982198628807
amidst,3,4.076930975726936
stirred,1,3.2232568982004564
occasionally,1,3.14975443620753
hedge,2,3.918524970329539
russet,1,5.7967169453299014
sense,4,2.5216708489946464
change,2,2.1624256815003684
monotonous,2,5.062747770249701
brooch,1,4.925888587532504
fairfax,1,4.4385934611767075
temple,1,2.546127144972173
hasty,1,3.7034820815177296
dive,1,5.742649724059626
jove,1,3.9957408209969225
taste,2,3.0540864106309122
exclaimed,1,1.7391516346110973
gipsy,1,5.285891321563911
declares,1,5.205848613890375
automaton,1,6.435796904619571
enounce,1,9.380235883786012
mason,1,4.256271904382753
indies,1,5.85387535916985
reiterated,1,5.2693620196127
murderess,1,5.7967169453299014
hardly,5,3.1668285059403387
separated,2,4.274290409885431
appalling,1,4.847636390632756
speed,1,3.3763488166794726
morning,2,1.2512083033998773
interruption,1,4.170749730944591
priest,1,2.7351449142803674
veins,1,3.8954389502953566
blood,2,2.288077881806095
receiving,1,3.548353406502495
proved,4,4.060891150045899
absurdity,1,4.79526840511544
proposing,2,5.7967169453299014
accompany,2,4.383023610021897
abroad,1,2.837763923279207
known,4,2.513823568338257
woods,1,3.0241282230901203
welcomed,1,4.389803297007275
trees,2,2.362281812505799
familiar,1,2.5878914563152025
glimpses,1,4.7750656977979204
nobly,1,4.6707056824736775
nurse,2,3.026735786497201
independent,1,3.429593331198285
dress,2,2.4512084695283347
amused,2,3.7418812144522655
simplicity,1,3.557189988302993
asked,2,0.9117078643510551
widower,1,5.02352705709642
candidate,1,4.396629262077675
taught,1,2.750872630348563
isn,4,3.0803679414129963
learned,2,2.904033047675357
shut,2,2.7120076353686082
carriage,1,2.0100052419789307
mature,2,5.509034872878121
inflamed,1,5.488415585675385
curiosity,1,2.6552022416191687
badly,1,3.3471496619872103
barely,2,4.897233331772128
hate,1,2.3672200941463815
won,4,2.4531682937715016
marched,1,3.878977673241285
doctor,2,2.130310347068024
lump,1,4.330379876536474
leaf,1,3.4885916719602403
anywhere,4,4.356355362939735
colin,1,3.5512902661758043
race,4,4.040296842547155
topic,1,4.609551259320347
communion,1,5.036430461932327
spent,1,2.331849475064129
christopher,1,3.3988216725315312
penny,3,4.440977252531984
shillings,5,5.165802477660925
awarded,1,6.244741667856862
funds,1,4.914327765131428
beckoned,1,4.460254957957886
entreated,1,4.460254957957886
embraced,1,4.112377724722683
admirers,1,4.880426213455746
armed,1,3.602583560563355
heed,2,4.413900848586335
wondered,1,2.361834084716811
appearance,2,2.6752089713754916
hundthred,1,9.380235883786012
em,1,1.891382928052552
posters,1,6.815286526324475
earned,2,4.880426213455746
pawned,1,6.244741667856862
article,2,4.320810425520324
jewellery,1,5.596046249867751
gold,3,2.994743994126765
bean,1,5.85387535916985
stalk,1,5.573573394015692
skies,1,4.512701433330429
footmen,1,5.062747770249701
perpetually,1,4.268248095429469
walking,2,2.6856738252649164
easy,7,3.742898508537963
frock,1,3.3071913496856067
history,1,2.304427019807625
pains,1,3.542505436620072
fence,1,4.107236325222265
opponent,1,4.961395275989414
forced,1,2.5504421462735865
spoilt,1,4.305062068552185
health,1,2.306119067588649
brains,1,3.850806796274588
cardinal,1,4.755263070501741
regretted,1,4.2040861512121825
civita,1,8.687088703226067
vecchia,1,8.281623595117901
laughing,1,2.1148061605320585
railings,1,4.765115366944753
pleaceman,1,8.687088703226067
foker,1,3.325796537516641
pay,1,1.8433387542198416
shoot,1,3.42181119075623
congregation,2,4.920091469848178
sinner,1,4.474961105347582
distinction,1,3.6404429716067774
band,1,3.3567882908249786
kensington,1,3.7034820815177296
vault,2,5.691356429672076
taper,2,6.244741667856862
pendennis,2,3.2095796728930024
tried,2,2.2128122788072924
describe,1,3.426992549498227
vauxhall,1,5.596046249867751
fanny,2,3.558670373473427
bolton,1,4.679755517993596
flashed,1,3.3399811725085975
author,1,3.44006463106558
spoken,3,2.9553668598806238
lamb,1,3.946513880231772
subject,3,2.694374936717652
stay,1,1.6391367937506456
grosvenor,1,4.785116033651422
establishment,1,3.5781175084089485
trust,3,3.0287686026466223
teaspoon,1,6.489864125889847
ain,1,2.889512349283504
ungentlemanlike,1,7.993941522666121
altamont,1,4.46758099804996
parson,1,2.4487640781865583
varieties,1,5.036430461932327
baronet,2,3.4613420295128647
acknowledged,1,3.602583560563355
smallest,1,3.8042867806396954
remittance,1,6.815286526324475
rockminster,1,4.891599514053872
pressure,2,4.265240574365513
beck,1,4.018943718076587
aware,1,2.0194959807277337
circumstance,3,4.419724976872325
martha,1,3.268768544283333
fairoaks,1,4.238572327283352
park,1,2.126765501101484
scarce,2,3.3164506750984035
eat,1,2.269539760807184
morsel,1,4.383023610021897
food,1,2.670931543527713
courted,1,5.062747770249701
closer,1,3.447990696338001
embrace,1,3.8042867806396954
winged,2,5.666663817081703
overleaped,1,9.380235883786012
failed,2,3.2127193928976703
ell,1,7.434325734730698
social,1,2.7377490824187554
situation,2,3.3222815954091964
sculptor,1,4.543953976834533
sustained,2,5.190581141759586
pulsation,1,6.547022539729795
wanting,1,3.2821616016197717
devoted,1,3.246837840789363
passes,1,3.850806796274588
twisted,1,3.792987225385762
picturesque,1,4.009597855658349
braid,1,6.489864125889847
christina,1,4.01425986876416
roderick,1,2.720941964102374
exchanged,2,4.497433961199641
brilliant,1,2.6338237552126373
sides,2,3.566105351960945
firm,1,2.519572212337725
grasp,1,3.408974043995549
conviction,2,3.758025062823622
prince,1,1.9289941987983352
casamassima,1,5.642566265502643
packed,1,3.9957408209969225
naples,1,5.285891321563911
sobered,1,5.979038502123856
collected,1,3.977558501913732
wits,2,4.420893884077306
interested,1,2.670931543527713
overwhelmed,1,4.559954318180974
everything,1,1.1179349419985642
sharply,1,3.1054738625440725
motioned,1,5.04950254349968
obeyed,1,3.3837837951669902
shipwreck,1,5.666663817081703
floating,1,3.937818173264218
spar,1,5.979038502123856
rowland,2,2.9799784384771906
pitied,1,4.31133168156578
hearing,1,2.3872207608530513
declaration,1,4.4385934611767075
traced,1,4.349797962393576
crushed,1,3.792987225385762
groove,1,5.428992165204584
meadow,1,3.602583560563355
studded,1,5.551594487296916
magnificent,2,3.8370134741422524
watered,1,5.468212878357866
heat,2,3.8975157942401957
longer,1,1.5666443308335782
barrel,1,4.474961105347582
sporting,1,4.679755517993596
martini,1,8.281623595117901
shelf,1,4.232741406972559
withdrew,2,4.2298386473145975
cloths,1,5.488415585675385
christianity,1,4.925888587532504
conception,2,4.826358992185471
heaven,4,3.0527456283071475
years,6,2.390286367177888
venomed,1,8.281623595117901
spear,1,3.92491476842831
pierced,2,4.985786729113573
corpses,1,5.509034872878121
instances,1,4.99820924911213
mouth,2,2.4916634242206483
cave,1,3.7967395750043123
litter,1,4.403502141365437
subdued,1,3.566105351960945
radiated,1,6.244741667856862
shaded,1,4.274290409885431
bulb,2,8.281623595117901
underthings,1,8.281623595117901
examining,1,4.091968853091476
value,1,2.834886223451592
longed,1,3.0505149782633154
villager,1,6.8953292339980115
grudged,1,5.742649724059626
moonlight,1,3.0363554496596805
foliage,1,4.452982198628807
anklets,1,7.434325734730698
jetty,1,5.25310149874092
boat,1,1.9894373620503354
shoved,1,5.530088282075953
paddle,1,5.468212878357866
endurance,1,4.323990078437704
spanned,1,5.85387535916985
arch,1,3.6599241071786
charity,2,4.057225904647604
negro,1,4.568051528413594
credulous,1,5.448410251061686
society,3,3.014338337817594
hearts,2,3.3293238780346095
appears,2,4.0499354713849245
conquest,1,4.5762148390527555
madam,1,2.582295470811081
wink,2,5.198185741144806
didst,1,4.138488868726369
molly,1,1.5474283672611466
ago,1,1.5557899529083925
gate,1,1.985742776566974
length,2,2.6819678296705987
getting,1,1.7898889381834457
tete,2,5.06861133532433
virtuous,3,5.057487750105668
indignation,1,3.229633115339732
lead,1,2.4029545421552645
cutlet,1,6.672185682683802
admired,1,3.081286636930069
noble,1,2.2078113066611667
child,3,1.7034532139086112
fleecing,1,9.380235883786012
cheating,1,6.335713446062589
pigeoning,1,9.380235883786012
ruff,1,6.289193430427696
item,1,4.985786729113573
lodger,1,4.7167967896739444
reign,1,4.226944289288233
aunt,1,1.4829394111901266
thank,2,2.3876800031114094
bush,1,3.557189988302993
extravagance,2,5.117556006744696
europe,1,3.183791755991491
stately,1,3.4885916719602403
crying,1,2.6175063768541325
expected,2,2.5997459558497504
treat,2,3.944332854285412
war,1,2.0226796828756584
named,1,3.094237789277147
law,3,2.8411317397893225
warrington,1,2.0730335690212733
grown,1,2.3249230404462597
grey,2,2.6570045851530293
shouldn,3,3.774834636137091
wonder,2,2.271173748098839
march,2,3.597950347641867
proposed,2,3.5994923679936823
swallow,1,4.1491272669314245
mouthful,2,5.883728322319532
guarded,1,4.1491272669314245
army,2,3.4348152751794365
conversation,2,2.4630254460331193
lyddy,1,4.925888587532504
owned,1,3.494131852335856
visit,3,2.9521306111014156
castlewood,1,2.304427019807625
humour,2,3.458657464142196
spoke,2,1.678131543734962
fine,2,1.9154395572409209
coldly,1,3.596410701456274
countless,1,4.985786729113573
horde,1,6.672185682683802
knight,1,2.52588138153099
hark,1,4.474961105347582
triumph,1,2.9140911595483923
shrill,1,3.946513880231772
relatives,1,4.028377750309945
paternal,1,4.497433961199641
frightened,1,2.455623487737452
ezzy,1,8.281623595117901
bye,1,2.5667912842751157
broke,2,2.6151969070054695
front,1,1.6461145804577064
tenement,1,6.244741667856862
mainland,2,7.300794342106175
howe,1,5.824887822296598
suffered,1,2.6552022416191687
contents,1,3.2169210797513705
chapter,3,2.1920749413228697
2,1,4.0426978040846935
live,4,2.601735440661137
thirty,3,3.7658919717770516
wik,2,8.463945151911856
chin,1,3.000113346886246
developed,1,4.192850077945256
minor,1,4.226944289288233
symphony,1,6.202182053438066
cornet,1,5.824887822296598
robin,1,2.9849742856705626
adair,1,9.380235883786012
splash,2,5.198185741144806
stain,1,4.376289577840552
captain,1,1.254604895308947
bowling,1,5.619035768092449
club,2,3.7138091956735795
match,3,3.874904347853649
cab,1,2.960240955638869
also,1,0.8990844637170397
bought,1,2.8420960600183416
glasgow,1,5.2693620196127
prockter,1,4.198452333493926
nice,1,2.1036794810673016
vast,1,2.76819484895292
relish,1,4.5282056198663945
accepting,1,4.192850077945256
scale,1,3.9641354815815912
meal,2,3.6388365455585037
distance,1,2.0106351632596025
picturesqueness,1,6.289193430427696
strangeness,1,4.880426213455746
playhouse,1,6.244741667856862
gradually,2,3.610353607425287
permitted,1,3.48033853020352
sitting,1,1.3988443022059418
hamlin,1,3.238198478198655
galahad,1,7.993941522666121
whatever,1,1.655347444462938
continue,1,3.44006463106558
richard,1,1.7215363255177125
flushed,1,2.989995216720662
naturally,2,3.1187441994649694
needs,1,2.972533197688819
really,5,2.4177531643060663
activity,3,5.063573875212007
gerald,1,2.5322306092096483
rupert,1,4.937584627295695
presence,1,1.6646663492658034
equilibrium,1,5.946248679300865
beings,2,4.4244088261847505
stars,4,4.018943718076587
transcendent,1,6.048031373610808
abiding,1,4.7167967896739444
rapport,1,7.434325734730698
whereas,1,3.0540864106309122
indestructible,1,6.489864125889847
paradise,1,3.991164153969511
imply,1,4.551922146483711
satellite,1,6.547022539729795
equal,2,3.573596023690103
balanced,2,5.302698439880292
conjunction,1,5.619035768092449
keen,1,2.8420960600183416
alert,1,4.383023610021897
instrumental,1,6.607647161546231
heart,7,2.161430838891418
sank,1,2.8640428077430475
wanted,5,2.7685045583447514
sex,3,4.094479878418701
revert,2,6.742004659133059
ursula,1,2.795444491400295
free,3,2.808886176980544
cool,1,2.8508170455237862
polarised,2,8.463945151911856
highest,1,3.081286636930069
surpassed,1,5.391251837221737
constellated,1,9.380235883786012
subordinate,1,5.062747770249701
laws,1,3.483082016149271
apart,2,3.4599988459663975
servants,1,2.289326061706028
deriving,1,6.8953292339980115
nobody,3,2.9933565644233666
workings,1,5.666663817081703
represents,1,5.691356429672076
relentless,1,5.25310149874092
unsocial,1,6.982340610987641
cows,1,3.9508902548315707
field,1,2.4236904406344424
itself,4,2.72543924119727
magical,1,5.337184615951461
productive,1,6.084399017781682
happiness,1,2.086538163184574
knowledge,6,3.56229930074664
mindless,1,5.883728322319532
paradisal,1,7.300794342106175
precedence,1,5.488415585675385
driven,2,3.566105351960945
radiant,1,3.842901616767475
dreaded,2,4.46758099804996
relationship,1,4.46758099804996
accepted,2,3.392528385555742
further,4,3.061267770039577
adherence,1,6.815286526324475
abstraction,1,4.7750656977979204
absolute,1,3.447990696338001
successful,2,4.268248095429469
waldo,1,4.112377724722683
shouldered,1,4.626645692679647
nation,2,4.326354450729636
entire,1,3.566105351960945
specimen,1,4.410422584210011
humilis,1,9.380235883786012
horrida,1,8.687088703226067
horticulture,1,7.434325734730698
matrimony,1,4.4385934611767075
lansmere,1,3.618184501005835
borough,1,4.198452333493926
plague,1,4.652848065073671
earl,1,2.353809075086376
invitation,1,3.268768544283333
bearer,1,4.618061948988255
thereof,1,3.4640338211785764
chose,1,2.8956006481507597
jemima,1,3.070317605559495
availed,1,5.2693620196127
disliked,1,3.756218377598673
blessedness,6,7.804699523027592
suits,1,4.305062068552185
trick,1,3.615044781001167
parish,3,4.1491272669314245
ben,1,3.3164506750984035
surely,1,1.9054637013881413
farmers,1,4.0379016318212
cost,1,2.9266108848933197
true,4,2.3959826338311494
tears,2,2.304004454831973
wonted,1,4.785116033651422
address,2,3.241429498780102
need,5,3.085338954135017
seems,2,2.364523463298782
folks,2,3.6041327475501843
giacomo,1,5.175543264395046
contemplate,1,4.551922146483711
wreck,1,4.389803297007275
sentiment,1,3.14582515806764
proffered,1,5.190581141759586
courtesy,1,3.846846395058491
fares,1,6.289193430427696
bereave,1,9.380235883786012
considered,3,3.440942209006939
gentleman,7,2.831420874077307
inky,1,6.244741667856862
liquid,1,4.559954318180974
serious,1,2.191068145365689
signor,1,4.086931059061519
riccabocca,1,3.0137654360545736
spectacles,1,3.6308428978777583
glaringly,1,7.588476414557957
envious,1,5.205848613890375
lives,1,2.1605938436552763
retained,1,4.343283281372383
dust,1,2.7844553698247
nameless,1,4.626645692679647
convenience,1,4.460254957957886
pausing,1,4.067029904744224
wont,1,3.4667328781477416
surtout,1,6.489864125889847
breasted,1,6.012940053799538
thrown,1,2.4151555381846053
gallantly,1,4.925888587532504
opposition,1,3.6436635863068196
pleasure,1,1.5529949820332003
trial,1,3.325796537516641
talents,1,4.138488868726369
positive,1,3.542505436620072
burley,1,4.052359714996431
randal,1,2.2818602451952246
smiling,1,1.9937650349561176
countess,1,2.6576060889305633
fused,1,6.335713446062589
harmonized,1,6.607647161546231
hat,1,1.6557892381524741
mount,1,3.4559800863714796
groom,1,4.009597855658349
repair,1,4.323990078437704
thriftlessness,1,9.380235883786012
owner,1,3.3048898526973276
lowering,1,4.4385934611767075
fortune,3,3.009193999521993
aid,1,3.0310968924062136
waist,1,3.4533098578156007
proverb,1,4.858447306736971
carissima,1,8.687088703226067
drear,1,6.289193430427696
debonnaire,1,9.380235883786012
glanced,1,2.4805127765011385
comfortable,2,3.426992549498227
chariot,2,5.529262858999785
possibly,2,3.2444154317958374
conceive,1,3.7781170629063108
perfect,1,1.894744275755257
ages,1,3.548353406502495
fanciful,1,5.103569764769956
touching,2,3.749024101964646
rare,1,2.9001913218593587
privileges,1,5.076170790581842
celebrate,1,5.573573394015692
adieu,1,4.551922146483711
celibacy,1,5.642566265502643
storms,1,4.914327765131428
concentrating,1,6.672185682683802
rays,2,4.601112390674482
rat,1,4.497433961199641
tat,2,6.894503810921844
wakes,1,5.391251837221737
foe,1,3.887174440445463
ii,2,4.497433961199641
glory,1,2.918767707432294
bond,1,3.9641354815815912
nook,1,4.698104656661792
corner,1,1.7391516346110973
anatomical,1,7.0776507907919655
organization,1,5.85387535916985
lodging,3,4.549259029064227
afford,1,3.2533666996718265
poy,1,7.588476414557957
kingdom,1,4.009597855658349
audley,2,2.7715607222080245
egerton,2,3.3176141423617014
influences,2,5.02995794742671
private,3,3.1341291183044486
abstract,1,4.286485682979249
impalpable,1,6.7411785541707525
airy,1,4.6707056824736775
souls,1,3.2821616016197717
election,2,4.21831114214353
safe,1,2.156211075500181
opponents,1,5.372902698553541
canvassing,1,5.824887822296598
epitomized,2,8.976423668616146
everywhere,1,3.0602936944977346
host,2,3.7051958779954646
counteracting,1,7.183011306449792
fought,1,3.2106251512945554
strong,2,1.875018674378337
dire,1,5.354884193050863
awful,1,2.693127275919497
tyranny,1,4.53604879732742
gains,1,5.468212878357866
ascendancy,1,6.489864125889847
expels,1,8.687088703226067
others,1,1.320011643345054
presents,1,3.968589831930972
dominion,1,5.337184615951461
atonement,1,5.40994397023389
pardieu,1,7.588476414557957
monsieur,1,3.143866293582307
tut,2,5.437828653040154
cause,1,1.878049397183087
duels,1,6.244741667856862
date,1,3.229633115339732
civilized,1,4.785116033651422
debased,1,6.084399017781682
usurer,1,5.742649724059626
jealous,2,3.8448720607547737
sullenness,1,6.084399017781682
believing,1,4.076930975726936
makes,1,1.9342343854618917
uncommon,1,4.047517090520643
persons,1,2.530109717640511
natural,3,2.9350453049526117
inclination,1,3.862782987321304
shrink,1,4.187279032895801
glad,1,1.352106824354252
eager,3,3.6436635863068196
remove,1,4.023649609113999
estrange,1,3.4140891446623196
withdrawn,1,4.198452333493926
obtained,1,3.391274466896148
augured,1,7.770797971351911
assembly,1,4.268248095429469
voice,4,1.8468095893688432
hiss,1,5.372902698553541
leslie,1,2.802374526064965
wring,2,6.0303317965114065
terms,1,2.709469562940137
reasoning,2,4.985786729113573
stuff,1,3.0666878375089164
dogma,1,6.335713446062589
pleasing,1,4.133211811625525
religion,2,3.724244072966159
proud,1,1.9820617908155465
doesn,3,3.231055590686275
seem,2,2.3193304253102
sit,1,1.5670486162645954
raise,1,3.442699678703585
salary,1,4.389803297007275
boer,1,4.973516636521759
company,2,2.3344593069064996
briarfield,2,5.716674237656365
assigned,1,5.062747770249701
marriageable,1,6.12213934576453
turns,1,3.2643437583029775
district,1,3.9421565748628162
legitimacy,1,7.300794342106175
arrayed,1,4.635303755422761
usurpation,1,7.993941522666121
modest,1,3.4776025503846455
righteous,1,5.175543264395046
brave,2,3.3048898526973276
encroachment,1,7.588476414557957
sarah,2,4.117545694881126
cook,1,3.072137442276481
dish,1,3.878977673241285
sneers,1,5.85387535916985
barbarous,1,4.949419084942698
encounter,1,3.862782987321304
marcius,1,8.281623595117901
tullus,1,9.380235883786012
aufidius,1,8.281623595117901
decidedly,1,3.7707640886010516
wisest,1,4.559954318180974
plan,2,3.4348152751794365
unhappy,1,2.689393606367448
purchased,1,4.635303755422761
stock,1,3.2776772891724426
contributed,1,4.8055249052826285
cushion,1,4.44576195065532
nonsense,1,2.714552166003603
manor,1,4.000338530245552
minds,1,2.9456893649985583
caroline,1,2.68443696672752
stop,2,2.6606190469193938
stanza,1,6.982340610987641
force,2,2.767523031661948
achieve,1,4.8055249052826285
breaking,1,2.983306228569865
tyrant,1,4.474961105347582
torture,1,3.842901616767475
firmness,1,4.512701433330429
pound,1,3.3352305697499998
butter,1,3.4640338211785764
prosecute,1,5.7967169453299014
presumption,1,5.22135280042634
unauthorized,1,7.588476414557957
clergy,1,4.826358992185471
shown,3,3.6388855889148286
ordinary,2,3.2751533072494663
cases,1,3.317276780060709
state,4,2.9289758840248177
late,1,1.4432183942705579
margaret,1,2.321477731267347
enjoyment,1,3.4721529456170805
keeldar,1,3.8311597988907917
friends,1,1.10587887702972
yard,1,2.6660653538765398
gates,1,3.208535286375096
apparently,1,2.541830682938668
addressing,1,3.4667328781477416
gift,1,3.0328466741300013
tongues,1,4.143793920956062
forbearing,1,5.914499980986285
wounded,1,3.046956255646321
hurt,2,3.091448387189568
satisfied,2,3.330856946617735
freedom,1,2.901726241577442
echo,1,4.181738852520185
warn,1,3.6276632449603783
prove,1,2.8277279967514213
anxious,1,2.0737044848465067
wrong,2,2.1642608811345454
somewhere,1,2.6636411102650333
eligible,2,6.266720574575637
comment,1,4.12274051175823
moore,1,2.9537474263283205
heartily,2,4.071968186384807
foible,1,6.547022539729795
amiable,2,4.301941941215941
knot,1,4.057225904647604
faded,1,3.359212534436485
flowers,1,1.9777843629677676
shirley,1,3.240351331559756
abated,1,5.7693179711417875
disparts,1,9.380235883786012
rolls,1,4.869376377269162
chimes,1,6.489864125889847
subsided,1,4.949419084942698
tolled,1,6.815286526324475
slowly,1,1.4855450333603875
inhospitable,1,6.012940053799538
donne,1,4.076930975726936
begged,1,3.027606487466445
epoch,1,5.530088282075953
month,1,2.4815213494560235
june,1,3.2275031890819075
many,3,1.3830211872666993
solid,1,3.2555524928918067
hero,2,3.7259938546899467
method,1,4.081918517237975
throw,1,2.622141379358281
untried,1,6.289193430427696
suspense,1,4.000338530245552
salon,1,4.609551259320347
conveyed,1,3.937818173264218
futility,1,5.691356429672076
rectifications,1,9.380235883786012
multiform,1,7.588476414557957
failure,2,4.016599051117332
remarkably,1,4.298831518801548
strand,3,5.495241550745785
sweep,1,3.9641354815815912
wing,2,4.431475993407843
resumed,1,2.714552166003603
feel,4,2.2433251037261974
sunny,1,3.738328812847898
waves,1,3.3094981557835217
lambert,2,3.9164040787604013
strether,1,2.4123266819841276
thankful,1,3.40642627191675
breathing,1,3.325796537516641
moreover,1,2.5969106831820516
boon,1,5.062747770249701
unattainable,1,5.7693179711417875
art,3,2.89369753022984
tattered,1,5.285891321563911
unbound,1,6.8953292339980115
truth,1,1.229767972162008
dignities,1,6.202182053438066
score,1,3.116837621194388
brute,1,3.4969134952977328
wasn,2,3.0451816322879526
advantage,1,2.703152422538876
golden,1,2.565692986526053
nail,1,4.497433961199641
hostess,1,3.700063274768944
reason,3,2.4310188149962797
pocock,1,4.601112390674482
cold,3,2.478163387939373
chambers,1,3.270988301021646
reach,1,2.450719113022362
snookses,1,9.380235883786012
gregarious,1,6.982340610987641
type,1,3.4322008946053657
painful,2,3.5796292244942705
unmistakeably,1,6.672185682683802
motive,1,3.42181119075623
composition,1,4.286485682979249
hot,3,3.083552462771407
heavy,3,2.719234021757218
flare,1,5.190581141759586
implication,1,5.530088282075953
observations,1,4.8055249052826285
canoa,1,6.8953292339980115
sails,1,4.274290409885431
sail,2,4.157181001738522
scene,1,2.055086925830436
rarely,2,4.054789849849723
often,1,1.1306607337858134
beds,2,4.409597161133844
blankets,1,4.880426213455746
recognize,2,4.770078156286881
nay,2,2.5789528493143914
halfness,1,8.281623595117901
illusion,1,4.215449909862498
luxuries,1,5.062747770249701
moderator,1,7.770797971351911
glow,1,3.229633115339732
nowell,1,3.615044781001167
ah,1,1.2200033914183237
brightness,1,3.891298157629325
saltram,1,3.513767826852715
venture,1,3.36896870938185
ended,1,2.6672796831089416
detective,1,4.336810766866765
business,1,1.0732700184174375
peters,1,7.770797971351911
miller,1,4.5762148390527555
daughter,4,2.6367657991117306
function,1,5.205848613890375
charm,2,3.445341688166424
branston,1,4.452982198628807
gilbert,1,2.807953341092004
alarm,1,3.0998400448258168
sharer,1,6.982340610987641
nervous,1,2.8537410242152217
interest,4,2.8533750589778344
relations,1,2.931346489639154
delight,1,2.4332598916505934
coterie,1,6.7411785541707525
bloom,1,3.734788986142774
farther,2,3.6087947606559956
fate,2,3.125445995730988
teapot,1,5.448410251061686
cup,2,3.395040949691625
sad,1,2.1071432877864895
assistance,2,4.20691500741266
porochial,1,6.048031373610808
undrawing,1,9.380235883786012
pane,2,5.584746694613817
fixed,2,2.783772542894789
violent,2,3.7526147700953745
gesticulation,1,6.672185682683802
actually,1,2.560219519111881
cord,1,4.626645692679647
wail,1,5.04950254349968
sorrow,2,3.1035923944443673
combatants,1,6.982340610987641
glorious,1,3.1517248801948283
encouraged,1,3.745446280616762
ponies,1,5.160728178609905
sober,1,3.669808866411142
alleys,1,5.551594487296916
removed,1,3.073960596837996
profanity,1,7.183011306449792
desperate,1,3.153699214498546
danger,2,2.960240955638869
subtle,1,3.69665611644733
inscribed,1,5.062747770249701
member,3,4.012703448216502
community,1,4.5282056198663945
energy,2,3.736557333199516
german,1,2.8248789919753468
soldier,1,2.892551865301401
belgium,1,5.914499980986285
france,1,3.2799169317659476
frost,1,4.009597855658349
whitened,1,5.488415585675385
spaces,1,4.880426213455746
beeches,1,5.691356429672076
oaks,1,4.688888001556868
spenser,1,7.770797971351911
ephraim,1,5.7967169453299014
feared,1,2.689393606367448
equally,1,3.025865842988661
condemned,1,4.086931059061519
cared,2,3.3176141423617014
cent,1,4.5927441410039656
evolved,1,6.489864125889847
diligence,1,5.40994397023389
manner,3,2.210885867115412
glaze,1,6.489864125889847
murder,1,3.229633115339732
among,6,2.7821810909276596
weed,1,4.512701433330429
craning,1,6.815286526324475
imagination,1,2.8177917900922917
french,1,1.734838184357378
vain,1,2.5613118185104904
prayed,1,3.4997028973853115
struggled,1,4.000338530245552
successfully,1,4.8369411015160075
lifetime,1,4.58444533818927
bitter,1,2.565692986526053
younger,1,2.586769751206002
secondly,1,4.644037435391516
thirdly,2,6.244741667856862
worse,1,1.8406770544849813
acted,1,3.1656277853638195
delicately,1,4.1653001261770255
modestly,1,4.661737012490917
amount,1,3.1054738625440725
questioning,1,4.1491272669314245
extract,1,4.7750656977979204
importance,1,2.8009846717759106
lad,1,2.191823147289058
remind,1,3.789248903275155
frederick,1,5.551594487296916
arthur,2,2.8588786501948134
died,4,3.274059348224602
childless,1,5.319792873239592
estate,1,2.9537474263283205
eleanor,1,2.643268925784156
remained,3,2.930292193284248
allow,1,2.3844697274811613
pining,1,5.573573394015692
unhappily,2,5.782923623197566
attachment,1,3.8389723386275856
coloured,1,2.7655102835822505
usual,1,1.6731732284155385
moral,2,3.596410701456274
transformation,1,5.468212878357866
fond,1,2.075719937325857
luncheon,1,3.8954389502953566
inquiry,1,3.364078724087658
classes,1,4.1653001261770255
considerately,1,6.202182053438066
philip,1,1.804651232228219
inconsiderately,1,7.183011306449792
harmless,2,4.588586130855302
character,3,2.7699885714069468
relieve,2,4.666211292885838
connections,3,5.834457273312749
troubles,1,3.270988301021646
undisturbed,1,4.880426213455746
tranquillity,1,4.735844984644639
delicious,2,4.320810425520324
restored,1,3.6599241071786
sixth,1,4.726275533628488
start,1,2.5279933147341334
objection,1,3.4640338211785764
halcombe,1,3.2957364707108403
notes,1,3.0505149782633154
clearest,1,5.7693179711417875
evidence,1,2.9618709478498
compromised,1,5.428992165204584
unknown,1,2.7521945076064784
insist,1,3.9820731822682585
insisted,2,3.89959696044402
repressed,1,4.961395275989414
waste,3,4.0711454863569285
ways,2,2.818379794813271
complications,1,5.488415585675385
capacity,1,3.858774965923765
grappling,1,6.982340610987641
invariably,1,4.4244088261847505
church,2,2.0763926585083072
attended,1,3.494131852335856
lineament,1,7.0776507907919655
selected,1,4.071968186384807
worthy,1,2.502939812288583
ovey,3,9.378585718395053
bleat,1,6.815286526324475
glazed,1,4.815887692318175
farmer,2,3.139960038615242
everdene,1,4.99820924911213
kitchen,1,2.362729740844755
damn,1,4.009597855658349
bare,1,2.6612227294007518
yeomen,1,6.12213934576453
feminine,1,3.40135011888489
glided,1,4.176229196709216
liddy,1,4.221180584571482
boldwood,1,3.566105351960945
possible,2,2.069017499366383
seldom,1,3.0137654360545736
gained,1,3.147787867235489
period,1,2.978318687058826
opinion,2,2.5673408858278344
alter,1,3.991164153969511
