nodeA,nodeB,weight
Dickens,Susan,30
Charles Dickens,Susan,30
Longshaw,Rathbone,42
Longshaw,Longshaw,91
Helen Rathbone's,Longshaw,14
Josiah Wedgwood,Longshaw,14
Helen,Longshaw,1792
Longshaw,Prockter,2016
Helen Rathbone,Longshaw,28
Bratt,Longshaw,98
Glasgow,Longshaw,168
Longshaw,Moorthorne,28
Avert,Longshaw,14
Emanuel Prockter,Longshaw,378
Longshaw,Prockter  ,14
James Ollerenshaw's,Longshaw,42
Longshaw,Trafalgar,84
Longshaw,Nos,14
Beau Brummel,Longshaw,14
Longshaw,Whitaker,14
Butt,Longshaw,504
Longshaw,Uncle,70
Longshaw,Mester Ollerenshaw,14
Longshaw,Susan - an afternoon,14
Longshaw,Prockter - a,14
George Frederick Handel,Longshaw,14
Longshaw,Robin Adair,14
Longshaw,Yorkshire,70
Confucius,Longshaw,14
Longshaw,Uncle James,98
Longshaw,Shakespearean,14
Longshaw,Sarah Swetnam,210
Longshaw,Swetnam,70
Longshaw,Sally,112
Longshaw,Sarah,420
Brunt,Longshaw,70
Lilian,Longshaw,28
Andrew Dean,Longshaw,504
Longshaw,Nell,14
Jane,Longshaw,14
Jimmy,Longshaw,224
Dean,Longshaw,140
Churchman,Longshaw,14
Emanuel,Longshaw,84
Georgiana,Longshaw,280
Jarndyce,Longshaw,70
Kiel,Longshaw,14
Flora Prockter,Longshaw,14
Flora,Longshaw,14
Longshaw,Ted,14
Longshaw,Ronald,14
Longshaw,Ronald Swetnam,14
Jos,Longshaw,42
Jos Swetman,Longshaw,14
Jos Swetnam,Longshaw,42
Emanuel Prockter's,Longshaw,14
Joe,Longshaw,14
Benskin,Longshaw,28
Andrew,Longshaw,140
Longshaw,Wilbrahams,56
Carey,Longshaw,14
Longshaw,Oldcastle,14
Longshaw,Miser,14
Longshaw,Ye,14
Longshaw,Machiavelli,14
Hanbridge,Longshaw,14
Crewe,Longshaw,56
Bass,Longshaw,14
Helen - she,Longshaw,14
Edinburgh,Longshaw,14
Longshaw,Welsh,14
Hurrah,Longshaw,14
Crump,Longshaw,84
Ezra Brunt,Longshaw,14
Hall,Longshaw,28
